"Gene","Non-unique Gene name","No. isolates","No. sequences"
"DRR381745_complete_genome_CDS_4114","persistent","172","172"
"DRR381745_complete_genome_CDS_4146","persistent","175","176"
"DRR381745_complete_genome_CDS_4178","persistent","174","174"
"DRR381745_complete_genome_CDS_4210","persistent","175","175"
"DRR381745_complete_genome_CDS_4274","persistent","175","175"
"DRR381745_complete_genome_CDS_4886","persistent","175","175"
"SRR25523645_complete_genome_CDS_0007","shell","102","110"
"SRR25523645_complete_genome_CDS_0103","persistent","172","174"
"SRR25523645_complete_genome_CDS_0135","persistent","174","176"
"SRR25523645_complete_genome_CDS_0327","persistent","175","176"
"SRR25523645_complete_genome_CDS_0359","persistent","175","186"
"SRR25523645_complete_genome_CDS_0391","persistent","175","176"
"SRR25523645_complete_genome_CDS_0423","persistent","175","176"
"SRR25523645_complete_genome_CDS_0584","persistent","175","175"
"SRR25523645_complete_genome_CDS_0616","persistent","175","177"
"SRR25523645_complete_genome_CDS_0648","persistent","175","175"
"SRR25523645_complete_genome_CDS_0680","shell","65","66"
"SRR25523645_complete_genome_CDS_1160","persistent","175","175"
"SRR25523645_complete_genome_CDS_1192","persistent","175","175"
"SRR25523645_complete_genome_CDS_1224","persistent","175","175"
"SRR25523645_complete_genome_CDS_1256","persistent","175","175"
"SRR25523645_complete_genome_CDS_1288","persistent","175","175"
"SRR25523645_complete_genome_CDS_1384","persistent","175","175"
"SRR25523645_complete_genome_CDS_1480","shell","171","171"
"SRR25523645_complete_genome_CDS_1512","persistent","174","175"
"SRR13167188_complete_genome_CDS_4965","persistent","175","175"
"SRR13167188_complete_genome_CDS_4997","persistent","175","176"
"SRR13167188_complete_genome_CDS_5029","persistent","175","175"
"SRR13167188_complete_genome_CDS_5062","persistent","175","176"
"SRR13167188_complete_genome_CDS_5094","persistent","175","175"
"SRR13167188_complete_genome_CDS_5126","persistent","175","176"
"SRR13167188_complete_genome_CDS_5159","persistent","175","175"
"SRR13167188_complete_genome_CDS_5191","shell","171","173"
"SRR13167188_complete_genome_CDS_5223","shell","169","170"
"SRR13167188_complete_genome_CDS_5255","shell","172","177"
"SRR13167188_complete_genome_CDS_5287","shell","170","172"
"SRR14419383_complete_genome_CDS_0026","persistent","175","175"
"SRR14419383_complete_genome_CDS_0058","persistent","175","175"
"SRR14419383_complete_genome_CDS_0090","persistent","175","175"
"SRR14419383_complete_genome_CDS_0122","persistent","175","175"
"SRR14419383_complete_genome_CDS_0154","shell","22","22"
"SRR14419383_complete_genome_CDS_0378","persistent","175","176"
"SRR14419383_complete_genome_CDS_0410","persistent","175","175"
"SRR14419383_complete_genome_CDS_0988","persistent","175","176"
"SRR14419383_complete_genome_CDS_1020","persistent","175","175"
"SRR14419383_complete_genome_CDS_1084","persistent","175","175"
"SRR14419383_complete_genome_CDS_1116","persistent","175","175"
"SRR14419383_complete_genome_CDS_1149","persistent","175","175"
"SRR14419383_complete_genome_CDS_1438","persistent","175","175"
"SRR14419383_complete_genome_CDS_1630","persistent","175","175"
"SRR14419383_complete_genome_CDS_1662","persistent","175","175"
"SRR14419383_complete_genome_CDS_1694","persistent","175","175"
"SRR14419383_complete_genome_CDS_1726","persistent","175","175"
"SRR14419383_complete_genome_CDS_1758","shell","42","42"
"SRR14419383_complete_genome_CDS_1822","persistent","175","175"
"SRR14419383_complete_genome_CDS_1854","shell","63","67"
"SRR14419383_complete_genome_CDS_1886","shell","63","67"
"SRR14419383_complete_genome_CDS_1982","shell","127","133"
"SRR14419383_complete_genome_CDS_2238","persistent","174","174"
"SRR14419383_complete_genome_CDS_2270","shell","9","9"
"SRR14419383_complete_genome_CDS_2302","persistent","175","175"
"SRR14419383_complete_genome_CDS_2334","persistent","175","175"
"SRR14419383_complete_genome_CDS_2366","persistent","175","175"
"SRR14419383_complete_genome_CDS_2430","persistent","175","175"
"SRR14419383_complete_genome_CDS_2462","persistent","175","175"
"SRR14419383_complete_genome_CDS_2526","persistent","172","172"
"SRR14419383_complete_genome_CDS_2558","persistent","175","177"
"SRR14419383_complete_genome_CDS_2686","shell","169","176"
"SRR14419383_complete_genome_CDS_2750","persistent","175","175"
"SRR14419383_complete_genome_CDS_2782","persistent","172","172"
"SRR4301571_complete_genome_CDS_5201","shell","168","168"
"SRR4301571_complete_genome_CDS_5265","shell","168","172"
"SRR3224568_complete_genome_CDS_0003","persistent","175","175"
"SRR3224568_complete_genome_CDS_0036","persistent","175","175"
"SRR3224568_complete_genome_CDS_0132","persistent","173","173"
"SRR3224568_complete_genome_CDS_0676","persistent","175","175"
"SRR3224568_complete_genome_CDS_0708","persistent","175","175"
"SRR3224568_complete_genome_CDS_0740","persistent","175","175"
"SRR3224568_complete_genome_CDS_1797","persistent","175","369"
"SRR3224568_complete_genome_CDS_1829","persistent","175","175"
"SRR3224568_complete_genome_CDS_1861","persistent","175","175"
"SRR3224568_complete_genome_CDS_1893","persistent","174","174"
"SRR3224568_complete_genome_CDS_1957","persistent","175","175"
"SRR3224568_complete_genome_CDS_1989","persistent","175","176"
"SRR3224568_complete_genome_CDS_2021","persistent","175","176"
"SRR3224568_complete_genome_CDS_2053","persistent","175","175"
"SRR3224568_complete_genome_CDS_2437","persistent","175","175"
"SRR3224568_complete_genome_CDS_2469","persistent","175","175"
"SRR3224568_complete_genome_CDS_2501","shell","63","67"
"SRR3224568_complete_genome_CDS_2629","persistent","175","175"
"SRR3224568_complete_genome_CDS_2661","persistent","175","176"
"SRR15674630_complete_genome_CDS_3131","persistent","175","175"
"SRR15674630_complete_genome_CDS_3420","persistent","175","175"
"SRR15674630_complete_genome_CDS_3453","persistent","175","175"
"SRR15674630_complete_genome_CDS_3485","shell","171","171"
"SRR15674630_complete_genome_CDS_3517","persistent","175","175"
"SRR15674630_complete_genome_CDS_3773","persistent","175","175"
"SRR15674630_complete_genome_CDS_3869","persistent","175","177"
"SRR15674630_complete_genome_CDS_3901","persistent","175","175"
"SRR15674630_complete_genome_CDS_4031","persistent","175","175"
"SRR15674630_complete_genome_CDS_4063","persistent","175","175"
"SRR15674630_complete_genome_CDS_4095","persistent","175","175"
"SRR15674630_complete_genome_CDS_4127","persistent","175","175"
"SRR15674630_complete_genome_CDS_4159","persistent","175","175"
"SRR15674630_complete_genome_CDS_4191","persistent","175","175"
"SRR15674630_complete_genome_CDS_4223","persistent","175","175"
"SRR15674630_complete_genome_CDS_4255","persistent","175","175"
"SRR15674630_complete_genome_CDS_4287","persistent","175","175"
"SRR15674630_complete_genome_CDS_4319","persistent","175","177"
"SRR15674630_complete_genome_CDS_4351","persistent","175","175"
"SRR15674630_complete_genome_CDS_4383","persistent","175","175"
"SRR15674630_complete_genome_CDS_4415","persistent","175","175"
"SRR15674630_complete_genome_CDS_4447","persistent","175","175"
"SRR15674630_complete_genome_CDS_4479","persistent","175","175"
"SRR15674630_complete_genome_CDS_4511","persistent","175","175"
"SRR15376149_complete_genome_CDS_0243","persistent","175","175"
"DRR381634_complete_genome_CDS_0617","persistent","175","175"
"DRR381634_complete_genome_CDS_0649","persistent","175","175"
"DRR381634_complete_genome_CDS_0681","persistent","175","175"
"DRR381634_complete_genome_CDS_0713","persistent","175","175"
"DRR381634_complete_genome_CDS_0745","persistent","175","175"
"DRR381634_complete_genome_CDS_0777","persistent","175","175"
"DRR381634_complete_genome_CDS_1033","persistent","175","175"
"DRR381634_complete_genome_CDS_1129","persistent","175","175"
"DRR381634_complete_genome_CDS_1289","persistent","175","175"
"DRR381634_complete_genome_CDS_1321","persistent","175","175"
"DRR381634_complete_genome_CDS_1353","shell","163","163"
"SRR6929632_complete_genome_CDS_3069","persistent","175","176"
"SRR6929632_complete_genome_CDS_3133","shell","163","163"
"SRR6929632_complete_genome_CDS_3165","persistent","175","175"
"SRR6929632_complete_genome_CDS_3197","persistent","175","175"
"SRR6929632_complete_genome_CDS_4670","persistent","175","175"
"SRR6929632_complete_genome_CDS_4862","persistent","175","175"
"SRR6929632_complete_genome_CDS_4894","persistent","175","175"
"SRR6929632_complete_genome_CDS_4927","persistent","175","175"
"SRR15376141_complete_genome_CDS_0172","persistent","175","175"
"SRR3180501_complete_genome_CDS_2707","persistent","175","175"
"SRR3180501_complete_genome_CDS_4085","shell","163","163"
"SRR3180501_complete_genome_CDS_4693","persistent","175","175"
"SRR3180501_complete_genome_CDS_4725","persistent","175","175"
"SRR3180501_complete_genome_CDS_5238","shell","169","171"
"SRR6373397_complete_genome_CDS_0280","shell","163","163"
"SRR6373397_complete_genome_CDS_0408","persistent","175","175"
"SRR4301548_complete_genome_CDS_3234","shell","110","112"
"SRR4301548_complete_genome_CDS_5029","persistent","175","175"
"SRR941218_complete_genome_CDS_3595","shell","63","67"
"SRR941218_complete_genome_CDS_3627","shell","18","18"
"SRR15376151_complete_genome_CDS_2996","shell","13","13"
"SRR15376151_complete_genome_CDS_3349","shell","59","65"
"SRR15415624_complete_genome_CDS_5427","cloud","6","6"
"SRR15415624_complete_genome_CDS_5459","cloud","5","5"
"SRR15415624_complete_genome_CDS_5491","cloud","5","5"
"SRR15376154_complete_genome_CDS_0830","persistent","175","175"
"SRR15376154_complete_genome_CDS_0862","persistent","175","175"
"SRR15376154_complete_genome_CDS_0894","persistent","175","175"
"SRR15376154_complete_genome_CDS_1472","shell","13","13"
"SRR6929636_complete_genome_CDS_4406","persistent","175","176"
"SRR6929636_complete_genome_CDS_4438","persistent","175","175"
"SRR6929636_complete_genome_CDS_4470","persistent","175","175"
"SRR6929636_complete_genome_CDS_4502","persistent","175","175"
"SRR6929636_complete_genome_CDS_4534","persistent","175","175"
"SRR6929636_complete_genome_CDS_4566","persistent","175","182"
"SRR6929636_complete_genome_CDS_4598","persistent","175","175"
"SRR13160360_complete_genome_CDS_1845","persistent","175","175"
"SRR13160360_complete_genome_CDS_1877","persistent","175","180"
"SRR15415613_complete_genome_CDS_1541","persistent","174","174"
"SRR13160359_complete_genome_CDS_3519","persistent","175","175"
"SRR6929603_complete_genome_CDS_1967","persistent","175","175"
"SRR6929603_complete_genome_CDS_1999","persistent","175","175"
"SRR6929603_complete_genome_CDS_2671","shell","41","42"
"SRR15415539_complete_genome_CDS_2076","cloud","3","3"
"SRR15415539_complete_genome_CDS_3196","shell","56","56"
"SRR14419379_complete_genome_CDS_1492","shell","53","53"
"SRR4301522_complete_genome_CDS_3648","cloud","4","4"
"SRR14419377_complete_genome_CDS_4635","cloud","5","5"
"SRR15376151_complete_genome_CDS_1461","shell","13","13"
"SRR4301497_complete_genome_CDS_1194","shell","170","170"
"DRR381607_complete_genome_CDS_2994","shell","21","21"
"DRR381607_complete_genome_CDS_4246","cloud","1","1"
"SRR6929606_complete_genome_CDS_5250","shell","11","11"
"SRR4301569_complete_genome_CDS_1827","cloud","7","10"
"SRR4301569_complete_genome_CDS_2692","shell","30","30"
"SRR6118141_complete_genome_CDS_2947","cloud","1","1"
"SRR14419379_complete_genome_CDS_1493","shell","8","8"
"SRR4301579_complete_genome_CDS_2607","persistent","175","350"
"SRR15415540_complete_genome_CDS_3437","cloud","1","1"
"SRR15415540_complete_genome_CDS_3757","cloud","1","1"
"DRR381743_complete_genome_CDS_1397","shell","11","11"
"SRR3195839_complete_genome_CDS_1723","persistent","175","175"
"SRR4301548_complete_genome_CDS_5259","cloud","2","2"
"SRR13160360_complete_genome_CDS_1433","cloud","3","3"
"SRR10337442_complete_genome_CDS_5071","cloud","1","1"
"SRR427084_complete_genome_CDS_3659","cloud","1","1"
"SRR427084_complete_genome_CDS_3692","cloud","1","1"
"SRR15415624_complete_genome_CDS_5271","persistent","175","175"
"SRR15415624_complete_genome_CDS_5400","cloud","5","5"
"SRR15415574_complete_genome_CDS_3213","cloud","4","4"
"SRR15415574_complete_genome_CDS_3533","cloud","2","2"
"SRR15415574_complete_genome_CDS_5236","cloud","5","5"
"SRR13160360_complete_genome_CDS_5345","cloud","5","5"
"SRR6929634_complete_genome_CDS_5279","cloud","1","1"
"SRR15376151_complete_genome_CDS_3357","shell","59","65"
"SRR15376151_complete_genome_CDS_5570","cloud","1","1"
"DRR381735_complete_genome_CDS_5053","cloud","3","3"
"SRR4301562_complete_genome_CDS_2828","cloud","1","1"
"SRR3180501_complete_genome_CDS_0885","persistent","173","173"
"SRR4301513_complete_genome_CDS_2735","cloud","1","1"
"SRR2914453_complete_genome_CDS_1007","cloud","7","7"
"SRR2914453_complete_genome_CDS_1039","cloud","7","7"
"SRR13160360_complete_genome_CDS_5382","cloud","5","5"
"SRR13160360_complete_genome_CDS_5414","cloud","7","7"
"SRR5864678_complete_genome_CDS_4676","cloud","1","1"
"SRR5864678_complete_genome_CDS_4900","cloud","1","1"
"SRR15415574_complete_genome_CDS_5178","cloud","3","3"
"SRR15415574_complete_genome_CDS_5242","cloud","5","5"
"SRR4301514_complete_genome_CDS_5364","cloud","3","3"
"SRR4301514_complete_genome_CDS_5460","cloud","3","3"
"SRR15415540_complete_genome_CDS_4667","persistent","175","197"
"SRR15415624_complete_genome_CDS_2298","cloud","1","1"
"SRR15415611_complete_genome_CDS_4143","cloud","1","1"
"SRR9694420_complete_genome_CDS_0419","cloud","2","2"
"DRR381616_complete_genome_CDS_5350","cloud","2","2"
"SRR6929634_complete_genome_CDS_5255","cloud","1","1"
"SRR6929634_complete_genome_CDS_5287","cloud","6","6"
"SRR6929611_complete_genome_CDS_5271","cloud","1","1"
"SRR6929611_complete_genome_CDS_5303","cloud","1","1"
"SRR6929611_complete_genome_CDS_5335","cloud","1","1"
"SRR6929611_complete_genome_CDS_5399","cloud","1","1"
"SRR4301544_complete_genome_CDS_2451","cloud","1","1"
"SRR5870510_complete_genome_CDS_0919","cloud","1","1"
"SRR2914455_complete_genome_CDS_2286","cloud","1","1"
"SRR15415574_complete_genome_CDS_0662","cloud","2","2"
"SRR427084_complete_genome_CDS_3671","cloud","1","1"
"SRR4301494_complete_genome_CDS_4486","cloud","1","1"
"DRR381635_complete_genome_CDS_5225","cloud","1","1"
"DRR381635_complete_genome_CDS_5257","cloud","4","4"
"SRR15415574_complete_genome_CDS_1176","cloud","1","1"
"SRR4301514_complete_genome_CDS_5402","cloud","2","2"
"SRR4301514_complete_genome_CDS_5434","cloud","2","2"
"SRR5870510_complete_genome_CDS_1402","cloud","1","1"
"SRR5864678_complete_genome_CDS_4460","cloud","1","1"
"SRR15415613_complete_genome_CDS_5407","cloud","2","2"
"SRR15415613_complete_genome_CDS_5439","cloud","2","2"
"SRR4301494_complete_genome_CDS_5520","cloud","2","2"
"SRR15415613_complete_genome_CDS_5376","cloud","2","2"
"SRR15415613_complete_genome_CDS_5408","cloud","2","2"
"SRR15415613_complete_genome_CDS_5440","cloud","2","2"
"SRR15415574_complete_genome_CDS_5188","cloud","2","2"
"SRR3195841_complete_genome_CDS_1162","cloud","1","1"
"SRR15415574_complete_genome_CDS_1181","cloud","2","2"
"SRR4301514_complete_genome_CDS_5407","cloud","2","2"
"SRR4301514_complete_genome_CDS_5439","cloud","2","2"
"SRR15415578_complete_genome_CDS_5283","cloud","5","5"
"SRR6373397_complete_genome_CDS_1618","cloud","1","1"
"SRR15415578_complete_genome_CDS_3296","cloud","1","1"
"SRR5870510_complete_genome_CDS_0577","cloud","1","1"
"SRR15415540_complete_genome_CDS_3749","cloud","1","1"
"SRR9994124_complete_genome_CDS_4239","cloud","1","1"
"SRR15415574_complete_genome_CDS_1186","cloud","2","2"
"SRR10520171_complete_genome_CDS_2187","cloud","2","2"
"SRR15415613_complete_genome_CDS_5416","cloud","2","2"
"SRR15415613_complete_genome_CDS_5448","cloud","2","2"
"SRR3195851_complete_genome_CDS_2572","cloud","3","3"
"SRR15415574_complete_genome_CDS_1188","cloud","2","2"
"SRR15415574_complete_genome_CDS_2885","cloud","1","1"
"SRR15415538_complete_genome_CDS_2835","cloud","2","2"
"SRR15415538_complete_genome_CDS_3188","cloud","2","2"
"DRR381744_complete_genome_CDS_5132","persistent","175","177"
"SRR15376144_complete_genome_CDS_2124","persistent","175","179"
"SRR15376144_complete_genome_CDS_2156","persistent","173","173"
"SRR15376144_complete_genome_CDS_2220","persistent","174","176"
"SRR15376144_complete_genome_CDS_2252","persistent","175","373"
"SRR15376144_complete_genome_CDS_2284","persistent","175","175"
"SRR15376144_complete_genome_CDS_2316","persistent","175","175"
"SRR15376144_complete_genome_CDS_2348","shell","163","163"
"SRR15376144_complete_genome_CDS_2412","shell","171","174"
"SRR15376144_complete_genome_CDS_2444","persistent","174","285"
"SRR15376144_complete_genome_CDS_2508","persistent","174","175"
"SRR15376144_complete_genome_CDS_2573","persistent","175","177"
"SRR15376144_complete_genome_CDS_2637","persistent","173","173"
"SRR15376144_complete_genome_CDS_2701","persistent","175","175"
"SRR15376144_complete_genome_CDS_2733","persistent","175","175"
"SRR15376144_complete_genome_CDS_2797","persistent","175","176"
"SRR15376144_complete_genome_CDS_2829","persistent","175","175"
"SRR15376144_complete_genome_CDS_2861","persistent","172","173"
"SRR15376144_complete_genome_CDS_2893","persistent","175","175"
"SRR15376144_complete_genome_CDS_2957","persistent","175","192"
"SRR15376144_complete_genome_CDS_3021","persistent","175","315"
"SRR15376144_complete_genome_CDS_3053","persistent","175","1110"
"SRR15376144_complete_genome_CDS_3085","persistent","173","173"
"SRR15376144_complete_genome_CDS_3117","persistent","175","175"
"SRR15376144_complete_genome_CDS_3149","persistent","175","175"
"SRR15376144_complete_genome_CDS_3181","persistent","175","175"
"SRR15376144_complete_genome_CDS_3213","persistent","175","175"
"SRR15376144_complete_genome_CDS_3245","persistent","175","175"
"SRR15376144_complete_genome_CDS_3277","persistent","175","175"
"SRR15376144_complete_genome_CDS_3309","persistent","175","175"
"SRR15376144_complete_genome_CDS_3341","persistent","175","175"
"SRR15376144_complete_genome_CDS_3373","persistent","175","175"
"SRR15376144_complete_genome_CDS_3405","persistent","174","174"
"SRR15376144_complete_genome_CDS_3437","shell","163","171"
"SRR15376144_complete_genome_CDS_3469","persistent","175","175"
"SRR15376144_complete_genome_CDS_3501","persistent","175","296"
"SRR15376144_complete_genome_CDS_3661","persistent","175","175"
"SRR15376144_complete_genome_CDS_3693","persistent","175","175"
"SRR15376144_complete_genome_CDS_3725","persistent","175","175"
"SRR15376144_complete_genome_CDS_3757","persistent","175","175"
"SRR15376144_complete_genome_CDS_3789","persistent","175","175"
"SRR15376144_complete_genome_CDS_3821","persistent","175","175"
"SRR15376144_complete_genome_CDS_3853","persistent","175","175"
"SRR15376144_complete_genome_CDS_3885","persistent","175","175"
"SRR15376144_complete_genome_CDS_3917","persistent","175","175"
"SRR15376144_complete_genome_CDS_3949","persistent","175","175"
"SRR15376144_complete_genome_CDS_3981","persistent","175","175"
"SRR15376144_complete_genome_CDS_4013","persistent","175","175"
"SRR15376144_complete_genome_CDS_4045","persistent","175","175"
"SRR15376144_complete_genome_CDS_4077","persistent","175","175"
"SRR15376144_complete_genome_CDS_4109","persistent","175","175"
"SRR15376144_complete_genome_CDS_4141","persistent","175","175"
"SRR15376144_complete_genome_CDS_4173","persistent","175","175"
"SRR15376144_complete_genome_CDS_4205","persistent","175","176"
"SRR15376144_complete_genome_CDS_4237","persistent","175","175"
"SRR15376144_complete_genome_CDS_4301","shell","171","171"
"SRR15376144_complete_genome_CDS_4333","persistent","175","175"
"SRR15376144_complete_genome_CDS_4686","persistent","175","175"
"SRR15376144_complete_genome_CDS_4718","persistent","175","175"
"SRR15376144_complete_genome_CDS_4750","persistent","175","175"
"SRR15376144_complete_genome_CDS_4782","persistent","175","175"
"SRR15376144_complete_genome_CDS_4814","persistent","175","175"
"SRR15376144_complete_genome_CDS_4846","persistent","175","175"
"SRR15376144_complete_genome_CDS_4878","persistent","174","174"
"SRR15376144_complete_genome_CDS_4910","persistent","175","175"
"SRR15376144_complete_genome_CDS_4942","persistent","175","175"
"SRR15376144_complete_genome_CDS_4974","persistent","175","175"
"SRR15376144_complete_genome_CDS_5007","persistent","175","175"
"SRR15376144_complete_genome_CDS_5040","persistent","175","176"
"SRR15376144_complete_genome_CDS_5072","persistent","175","175"
"SRR15376144_complete_genome_CDS_5104","persistent","175","175"
"SRR15376144_complete_genome_CDS_5169","persistent","175","175"
"SRR15376144_complete_genome_CDS_5201","persistent","175","176"
"SRR15376144_complete_genome_CDS_5234","persistent","175","175"
"SRR15376144_complete_genome_CDS_5266","shell","169","169"
"SRR15376144_complete_genome_CDS_5298","shell","169","173"
"SRR6929620_complete_genome_CDS_3304","persistent","175","176"
"SRR6929620_complete_genome_CDS_3336","persistent","175","182"
"SRR6929620_complete_genome_CDS_3400","persistent","175","175"
"SRR6929620_complete_genome_CDS_3432","persistent","175","175"
"SRR6929620_complete_genome_CDS_3464","persistent","175","175"
"SRR6929620_complete_genome_CDS_3496","persistent","175","175"
"SRR6929620_complete_genome_CDS_3528","persistent","175","175"
"SRR6929620_complete_genome_CDS_3560","persistent","175","179"
"SRR6929620_complete_genome_CDS_3592","persistent","175","175"
"SRR6929620_complete_genome_CDS_3688","persistent","175","175"
"SRR6929620_complete_genome_CDS_3720","persistent","175","175"
"SRR6929620_complete_genome_CDS_3752","persistent","175","175"
"SRR6929620_complete_genome_CDS_3784","persistent","175","175"
"SRR6929620_complete_genome_CDS_3816","persistent","175","175"
"SRR6929620_complete_genome_CDS_3848","persistent","175","175"
"SRR6929620_complete_genome_CDS_3880","persistent","175","175"
"SRR6929620_complete_genome_CDS_3912","persistent","175","175"
"SRR6929620_complete_genome_CDS_3944","persistent","175","175"
"SRR6929620_complete_genome_CDS_3976","persistent","175","175"
"SRR6929620_complete_genome_CDS_4008","persistent","175","175"
"SRR6929620_complete_genome_CDS_4040","persistent","175","175"
"SRR6929620_complete_genome_CDS_4072","persistent","175","175"
"SRR6929620_complete_genome_CDS_4104","persistent","173","173"
"SRR6929620_complete_genome_CDS_4136","persistent","175","175"
"SRR6929620_complete_genome_CDS_4168","shell","49","49"
"SRR6929620_complete_genome_CDS_4200","shell","55","57"
"SRR6929620_complete_genome_CDS_4232","persistent","175","175"
"SRR6929620_complete_genome_CDS_4264","persistent","175","175"
"SRR6929620_complete_genome_CDS_4297","persistent","175","175"
"SRR6929620_complete_genome_CDS_4329","persistent","175","175"
"SRR6929620_complete_genome_CDS_4361","shell","59","65"
"SRR6929620_complete_genome_CDS_4393","persistent","175","175"
"SRR6929620_complete_genome_CDS_4425","persistent","175","175"
"SRR6929620_complete_genome_CDS_4457","persistent","175","175"
"SRR6929620_complete_genome_CDS_4489","persistent","175","176"
"SRR6929620_complete_genome_CDS_4521","persistent","175","175"
"SRR6929620_complete_genome_CDS_4553","persistent","175","176"
"SRR6929620_complete_genome_CDS_4585","persistent","175","175"
"SRR6929620_complete_genome_CDS_4617","persistent","175","175"
"SRR6929620_complete_genome_CDS_4649","shell","45","45"
"SRR6929620_complete_genome_CDS_4682","persistent","175","175"
"SRR6929620_complete_genome_CDS_4714","persistent","175","175"
"SRR6929620_complete_genome_CDS_4746","persistent","175","175"
"SRR6929620_complete_genome_CDS_4810","persistent","175","175"
"SRR6929620_complete_genome_CDS_4842","persistent","174","174"
"SRR6929620_complete_genome_CDS_4874","shell","126","129"
"SRR6929620_complete_genome_CDS_4906","persistent","175","175"
"SRR6929620_complete_genome_CDS_4939","persistent","175","175"
"SRR6929620_complete_genome_CDS_4972","persistent","175","175"
"SRR6929620_complete_genome_CDS_5004","persistent","175","176"
"SRR6929620_complete_genome_CDS_5036","persistent","175","176"
"SRR6929620_complete_genome_CDS_5068","persistent","175","175"
"SRR6929620_complete_genome_CDS_5101","persistent","175","176"
"SRR6929620_complete_genome_CDS_5133","persistent","175","176"
"SRR6929620_complete_genome_CDS_5166","persistent","175","177"
"SRR6929620_complete_genome_CDS_5198","shell","169","169"
"SRR6929620_complete_genome_CDS_5230","persistent","172","176"
"SRR13160359_complete_genome_CDS_0024","persistent","175","175"
"SRR13160359_complete_genome_CDS_0056","persistent","175","175"
"SRR13160359_complete_genome_CDS_0088","shell","157","157"
"SRR13160359_complete_genome_CDS_0698","persistent","175","175"
"SRR13160359_complete_genome_CDS_0730","persistent","175","175"
"SRR13160359_complete_genome_CDS_0762","persistent","175","175"
"SRR13160359_complete_genome_CDS_0794","persistent","175","175"
"SRR13160359_complete_genome_CDS_0826","persistent","175","175"
"SRR13160359_complete_genome_CDS_0858","persistent","175","175"
"SRR13160359_complete_genome_CDS_0890","persistent","175","176"
"SRR13160359_complete_genome_CDS_0922","persistent","175","177"
"SRR13160359_complete_genome_CDS_0954","persistent","175","175"
"SRR13160359_complete_genome_CDS_0986","persistent","175","175"
"SRR13160359_complete_genome_CDS_1018","persistent","174","174"
"SRR13160359_complete_genome_CDS_1050","persistent","175","175"
"SRR13160359_complete_genome_CDS_1083","persistent","175","175"
"SRR13160359_complete_genome_CDS_1115","shell","168","168"
"SRR13160359_complete_genome_CDS_1147","persistent","175","175"
"SRR13160359_complete_genome_CDS_1180","persistent","175","175"
"SRR4301544_complete_genome_CDS_2499","persistent","175","175"
"SRR4301544_complete_genome_CDS_2531","persistent","175","175"
"SRR4301544_complete_genome_CDS_2755","shell","55","56"
"SRR4301544_complete_genome_CDS_2787","persistent","175","175"
"SRR4301544_complete_genome_CDS_2819","persistent","175","175"
"SRR4301544_complete_genome_CDS_2851","persistent","175","175"
"SRR4301544_complete_genome_CDS_2915","persistent","174","174"
"SRR4301544_complete_genome_CDS_2947","persistent","175","176"
"SRR4301544_complete_genome_CDS_2979","persistent","175","176"
"SRR4301544_complete_genome_CDS_3107","shell","169","187"
"SRR4301544_complete_genome_CDS_3139","shell","162","162"
"SRR4301544_complete_genome_CDS_3171","persistent","175","175"
"SRR4301544_complete_genome_CDS_3203","persistent","175","176"
"SRR4301544_complete_genome_CDS_3235","persistent","175","175"
"SRR4301544_complete_genome_CDS_3267","shell","170","172"
"SRR4301544_complete_genome_CDS_3491","persistent","175","176"
"SRR4301544_complete_genome_CDS_3683","shell","8","8"
"SRR4301544_complete_genome_CDS_3875","persistent","175","175"
"SRR4301544_complete_genome_CDS_3907","persistent","175","175"
"SRR4301544_complete_genome_CDS_3939","persistent","175","175"
"SRR4301544_complete_genome_CDS_3971","persistent","175","175"
"SRR4301544_complete_genome_CDS_4003","persistent","175","175"
"SRR4301544_complete_genome_CDS_4035","persistent","175","175"
"SRR4301544_complete_genome_CDS_4067","persistent","175","175"
"SRR4301544_complete_genome_CDS_4099","persistent","175","175"
"SRR4301544_complete_genome_CDS_4131","persistent","175","176"
"SRR4301544_complete_genome_CDS_4163","persistent","175","175"
"SRR4301544_complete_genome_CDS_4195","persistent","175","176"
"SRR4301544_complete_genome_CDS_4227","persistent","175","175"
"SRR4301544_complete_genome_CDS_4259","persistent","175","175"
"SRR4301544_complete_genome_CDS_4323","persistent","175","175"
"SRR4301544_complete_genome_CDS_4387","persistent","175","175"
"SRR4301544_complete_genome_CDS_4772","persistent","175","175"
"SRR4301544_complete_genome_CDS_4836","persistent","175","175"
"SRR4301544_complete_genome_CDS_4868","persistent","175","175"
"SRR4301544_complete_genome_CDS_4932","persistent","174","174"
"SRR4301544_complete_genome_CDS_4996","persistent","175","175"
"SRR4301544_complete_genome_CDS_5158","persistent","175","176"
"SRR4301544_complete_genome_CDS_5191","persistent","175","175"
"SRR4301544_complete_genome_CDS_5223","persistent","175","176"
"SRR4301544_complete_genome_CDS_5256","persistent","175","175"
"SRR3191403_complete_genome_CDS_5104","persistent","175","182"
"SRR3191403_complete_genome_CDS_5137","persistent","175","175"
"SRR3191403_complete_genome_CDS_5170","persistent","175","175"
"SRR3191403_complete_genome_CDS_5202","shell","125","125"
"SRR3191403_complete_genome_CDS_5234","persistent","175","175"
"SRR3191403_complete_genome_CDS_5298","persistent","175","175"
"SRR3191403_complete_genome_CDS_5330","persistent","175","175"
"SRR3191403_complete_genome_CDS_5362","persistent","175","175"
