"Gene","Non-unique Gene name","No. isolates","No. sequences"
"SRR4301562_assembly_CDS_3755","cloud","6","6"
"SRR15415557_assembly_CDS_3773","cloud","1","1"
"SRR15415542_assembly_CDS_4511","cloud","2","2"
"SRR3191403_assembly_CDS_0017","cloud","2","2"
"SRR15415542_assembly_CDS_4512","cloud","2","2"
"SRR4301571_assembly_CDS_1611","cloud","1","1"
"SRR15415555_assembly_CDS_3153","cloud","2","2"
"SRR15415613_assembly_CDS_4876","cloud","2","2"
"SRR13160357_assembly_CDS_4893","cloud","2","2"
"DRR381635_assembly_CDS_4762","cloud","1","1"
"SRR10520171_assembly_CDS_4016","cloud","1","1"
"SRR4301562_assembly_CDS_3472","cloud","1","1"
"SRR4301562_assembly_CDS_3760","cloud","2","2"
"SRR4301562_assembly_CDS_4656","cloud","3","3"
"SRR4301579_assembly_CDS_1119","persistent","175","176"
"SRR4301579_assembly_CDS_2945","cloud","1","1"
"SRR3224814_assembly_CDS_4501","cloud","1","1"
"SRR15415539_assembly_CDS_4797","cloud","1","1"
"SRR6929611_assembly_CDS_4510","cloud","2","2"
"SRR6929611_assembly_CDS_4542","cloud","3","3"
"SRR15415542_assembly_CDS_0772","cloud","2","2"
"SRR15415549_assembly_CDS_2881","cloud","2","2"
"SRR15415549_assembly_CDS_4803","persistent","173","225"
"SRR9994124_assembly_CDS_0714","cloud","1","1"
"SRR10119255_assembly_CDS_4381","cloud","1","1"
"SRR15415620_assembly_CDS_0223","cloud","1","1"
"SRR15415620_assembly_CDS_0255","cloud","1","1"
"SRR15415620_assembly_CDS_0287","cloud","1","1"
"SRR4301564_assembly_CDS_4773","cloud","1","1"
"SRR4301571_assembly_CDS_3476","cloud","2","2"
"SRR4301571_assembly_CDS_3508","cloud","2","2"
"SRR4301554_assembly_CDS_4696","cloud","2","2"
"SRR4301531_assembly_CDS_3147","cloud","1","1"
"SRR6929603_assembly_CDS_4807","cloud","1","1"
"SRR13160357_assembly_CDS_3972","persistent","175","179"
"SRR13160357_assembly_CDS_4004","shell","167","179"
"SRR13160357_assembly_CDS_4036","persistent","175","175"
"SRR13160357_assembly_CDS_4068","persistent","175","175"
"SRR13160357_assembly_CDS_4100","persistent","174","174"
"SRR13160357_assembly_CDS_4132","persistent","175","175"
"SRR13160357_assembly_CDS_4164","persistent","175","175"
"SRR13160357_assembly_CDS_4260","shell","22","22"
"SRR13160357_assembly_CDS_4356","persistent","173","173"
"SRR13160357_assembly_CDS_4388","persistent","175","175"
"SRR13160357_assembly_CDS_4420","persistent","175","175"
"SRR13160357_assembly_CDS_4484","persistent","175","175"
"SRR13160357_assembly_CDS_4516","persistent","175","175"
"SRR13160357_assembly_CDS_4548","shell","11","11"
"SRR13160357_assembly_CDS_4580","shell","166","166"
"SRR13160357_assembly_CDS_4612","persistent","172","172"
"SRR13160357_assembly_CDS_4644","shell","117","118"
"SRR13160357_assembly_CDS_4836","persistent","175","175"
"SRR13160357_assembly_CDS_4932","shell","158","158"
"SRR13160357_assembly_CDS_4964","shell","11","11"
"SRR6929628_assembly_CDS_0003","persistent","173","173"
"SRR6929628_assembly_CDS_0035","persistent","175","175"
"SRR6929628_assembly_CDS_0067","persistent","175","175"
"SRR6929628_assembly_CDS_0099","persistent","175","175"
"SRR6929628_assembly_CDS_0131","persistent","175","175"
"SRR6929628_assembly_CDS_0163","persistent","175","175"
"SRR6929628_assembly_CDS_0195","persistent","175","175"
"SRR6929628_assembly_CDS_0388","persistent","175","175"
"SRR6929628_assembly_CDS_0420","persistent","175","175"
"SRR6929628_assembly_CDS_0452","persistent","175","175"
"SRR6929628_assembly_CDS_0484","persistent","175","175"
"SRR6929628_assembly_CDS_0516","persistent","175","175"
"SRR6929628_assembly_CDS_0548","persistent","175","175"
"SRR6929628_assembly_CDS_0580","persistent","175","175"
"SRR6929628_assembly_CDS_0612","persistent","175","175"
"SRR6929628_assembly_CDS_0644","persistent","175","175"
"SRR6929628_assembly_CDS_0676","persistent","175","175"
"SRR6929628_assembly_CDS_0708","persistent","175","175"
"SRR6929628_assembly_CDS_0740","persistent","175","175"
"SRR6929628_assembly_CDS_0772","persistent","175","176"
"SRR6929628_assembly_CDS_0804","persistent","174","175"
"SRR6929628_assembly_CDS_0836","persistent","175","175"
"SRR6929628_assembly_CDS_0868","shell","30","30"
"SRR6929628_assembly_CDS_0932","persistent","175","175"
"SRR6929628_assembly_CDS_0964","persistent","175","175"
"SRR6929628_assembly_CDS_0996","persistent","175","175"
"SRR6929628_assembly_CDS_1028","persistent","175","175"
"SRR6929628_assembly_CDS_1060","persistent","175","175"
"SRR6929628_assembly_CDS_1092","persistent","175","175"
"SRR6929628_assembly_CDS_1124","persistent","175","175"
"SRR6929628_assembly_CDS_1156","persistent","175","175"
"SRR6929628_assembly_CDS_1188","persistent","173","173"
"SRR6929628_assembly_CDS_1220","persistent","175","175"
"SRR6929628_assembly_CDS_1284","persistent","175","175"
"SRR6929628_assembly_CDS_1316","persistent","175","175"
"SRR6929628_assembly_CDS_1348","persistent","175","175"
"SRR6929628_assembly_CDS_1380","persistent","173","175"
"SRR6929628_assembly_CDS_1412","persistent","175","175"
"SRR6929628_assembly_CDS_1444","persistent","175","175"
"SRR6929628_assembly_CDS_1476","persistent","175","175"
"SRR6929628_assembly_CDS_1508","persistent","175","175"
"SRR6929628_assembly_CDS_1540","persistent","175","175"
"SRR6929628_assembly_CDS_1572","persistent","174","174"
"SRR6929628_assembly_CDS_1604","shell","156","156"
"SRR6929628_assembly_CDS_1636","persistent","175","175"
"SRR6929628_assembly_CDS_1700","persistent","175","177"
"SRR6929628_assembly_CDS_1732","persistent","175","175"
"SRR6929628_assembly_CDS_1764","persistent","175","175"
"SRR6929628_assembly_CDS_1796","persistent","175","175"
"SRR6929628_assembly_CDS_1828","persistent","168","168"
"SRR6929628_assembly_CDS_1860","persistent","175","175"
"SRR6929628_assembly_CDS_1924","persistent","174","174"
"SRR6929628_assembly_CDS_1956","persistent","175","175"
"SRR6929628_assembly_CDS_1988","persistent","175","175"
"SRR6929628_assembly_CDS_2084","shell","161","161"
"SRR6929628_assembly_CDS_2116","persistent","175","175"
"SRR15415557_assembly_CDS_2183","persistent","175","175"
"SRR15415557_assembly_CDS_2215","persistent","175","175"
"SRR15415557_assembly_CDS_2311","persistent","175","175"
"SRR15415557_assembly_CDS_2375","persistent","175","175"
"SRR15415557_assembly_CDS_2407","shell","110","110"
"SRR15415557_assembly_CDS_2439","persistent","175","175"
"SRR15415557_assembly_CDS_2471","persistent","175","175"
"SRR15415557_assembly_CDS_2663","persistent","175","176"
"SRR15415557_assembly_CDS_2695","persistent","175","175"
"SRR15415557_assembly_CDS_2759","persistent","175","175"
"SRR15415557_assembly_CDS_2791","persistent","175","175"
"SRR15415557_assembly_CDS_2823","persistent","175","175"
"SRR15415557_assembly_CDS_2887","persistent","172","172"
"SRR15415557_assembly_CDS_2983","persistent","175","175"
"SRR15415557_assembly_CDS_3015","persistent","175","175"
"SRR15415557_assembly_CDS_3047","persistent","171","171"
"SRR15415557_assembly_CDS_3079","persistent","175","436"
"SRR15415557_assembly_CDS_3111","persistent","175","175"
"SRR15415557_assembly_CDS_3175","persistent","173","173"
"SRR15415557_assembly_CDS_3207","persistent","175","175"
"SRR15415557_assembly_CDS_3239","shell","159","159"
"SRR15415557_assembly_CDS_3271","persistent","175","175"
"SRR15415557_assembly_CDS_3335","shell","160","160"
"SRR15415557_assembly_CDS_3431","persistent","175","175"
"SRR15415557_assembly_CDS_3463","persistent","175","175"
"SRR15415557_assembly_CDS_3495","persistent","175","175"
"SRR15415557_assembly_CDS_3528","persistent","175","175"
"SRR15415557_assembly_CDS_3560","persistent","175","175"
"SRR15415557_assembly_CDS_3624","persistent","175","175"
"SRR15415557_assembly_CDS_3720","persistent","175","175"
"SRR15415557_assembly_CDS_3784","shell","119","150"
"SRR15415557_assembly_CDS_3880","persistent","175","176"
"SRR15415557_assembly_CDS_3912","shell","153","153"
"SRR15415557_assembly_CDS_4040","persistent","175","175"
"SRR15415557_assembly_CDS_4136","persistent","173","173"
"SRR15415557_assembly_CDS_4296","persistent","174","174"
"SRR15415557_assembly_CDS_4328","persistent","174","174"
"SRR15415557_assembly_CDS_4360","persistent","175","179"
"SRR15415557_assembly_CDS_4424","persistent","175","175"
"SRR15415557_assembly_CDS_4456","persistent","175","175"
"SRR15415557_assembly_CDS_4488","persistent","175","175"
"SRR15415557_assembly_CDS_4584","shell","167","318"
"SRR15415557_assembly_CDS_4713","persistent","175","177"
"SRR14419375_assembly_CDS_0170","persistent","175","175"
"SRR14419375_assembly_CDS_0586","persistent","175","175"
"DRR381607_assembly_CDS_2806","persistent","175","175"
"DRR381607_assembly_CDS_2838","persistent","175","350"
"DRR381607_assembly_CDS_2870","persistent","175","175"
"DRR381607_assembly_CDS_2934","shell","162","162"
"DRR381607_assembly_CDS_2966","persistent","174","174"
"DRR381607_assembly_CDS_2998","persistent","175","175"
"DRR381607_assembly_CDS_3030","persistent","175","175"
"DRR381607_assembly_CDS_3190","persistent","175","175"
"DRR381607_assembly_CDS_3222","shell","102","102"
"DRR381607_assembly_CDS_3318","persistent","174","174"
"DRR381607_assembly_CDS_3478","persistent","175","175"
"DRR381607_assembly_CDS_3510","persistent","174","174"
"DRR381607_assembly_CDS_3798","persistent","175","175"
"DRR381607_assembly_CDS_4247","persistent","175","175"
"DRR381607_assembly_CDS_4279","persistent","175","177"
"DRR381607_assembly_CDS_4311","shell","170","171"
"DRR381607_assembly_CDS_4375","persistent","172","301"
"DRR381607_assembly_CDS_4407","persistent","175","176"
"DRR381607_assembly_CDS_4471","persistent","175","175"
"DRR381607_assembly_CDS_4599","persistent","175","175"
"DRR381607_assembly_CDS_4695","persistent","175","175"
"DRR381607_assembly_CDS_4727","persistent","173","174"
"DRR381607_assembly_CDS_4855","persistent","171","171"
"SRR3191403_assembly_CDS_0283","persistent","175","175"
"SRR3191403_assembly_CDS_0315","persistent","175","175"
"SRR3191403_assembly_CDS_0732","persistent","175","175"
"SRR3191403_assembly_CDS_0764","persistent","175","175"
"SRR6929617_assembly_CDS_3448","persistent","174","174"
"SRR6929617_assembly_CDS_3480","persistent","175","175"
"SRR6929617_assembly_CDS_3512","shell","162","162"
"SRR6929617_assembly_CDS_3544","persistent","175","175"
"SRR6929617_assembly_CDS_3576","shell","164","164"
"SRR6929617_assembly_CDS_3608","persistent","175","175"
"SRR6929617_assembly_CDS_3640","persistent","175","175"
"SRR6929617_assembly_CDS_3672","persistent","175","351"
"SRR6929617_assembly_CDS_3704","persistent","175","180"
"SRR6929617_assembly_CDS_3768","persistent","175","175"
"SRR6929617_assembly_CDS_3800","persistent","175","175"
"SRR6929617_assembly_CDS_3896","persistent","175","175"
"SRR6929617_assembly_CDS_3992","persistent","175","175"
"SRR6929617_assembly_CDS_4185","shell","154","154"
"SRR6929617_assembly_CDS_4249","persistent","171","175"
"SRR6929617_assembly_CDS_4345","persistent","174","174"
"SRR6929617_assembly_CDS_4537","persistent","171","174"
"SRR6929617_assembly_CDS_4569","shell","167","168"
"SRR6929617_assembly_CDS_4761","persistent","175","492"
"SRR6929617_assembly_CDS_4793","persistent","175","176"
"SRR6929617_assembly_CDS_4825","shell","32","32"
"SRR6929617_assembly_CDS_4857","shell","38","38"
"SRR6929617_assembly_CDS_4889","shell","158","171"
"SRR7896257_assembly_CDS_0007","persistent","175","175"
"SRR7896257_assembly_CDS_0039","persistent","175","175"
"SRR7896257_assembly_CDS_0071","persistent","175","175"
"SRR7896257_assembly_CDS_0103","persistent","175","175"
"SRR7896257_assembly_CDS_0135","persistent","175","175"
"SRR7896257_assembly_CDS_0167","persistent","175","175"
"SRR7896257_assembly_CDS_0327","persistent","175","175"
"SRR7896257_assembly_CDS_0648","persistent","175","218"
"SRR7896257_assembly_CDS_0680","persistent","174","174"
"SRR7896257_assembly_CDS_0712","persistent","175","175"
"SRR7896257_assembly_CDS_0744","persistent","175","175"
"SRR7896257_assembly_CDS_0776","persistent","175","175"
"SRR7896257_assembly_CDS_0808","persistent","175","175"
"SRR7896257_assembly_CDS_1032","persistent","175","175"
"SRR7896257_assembly_CDS_1224","persistent","175","175"
"SRR7896257_assembly_CDS_1256","persistent","175","175"
"SRR7896257_assembly_CDS_1288","persistent","175","175"
"SRR7896257_assembly_CDS_1320","persistent","175","175"
"SRR7896257_assembly_CDS_1352","persistent","175","175"
"SRR7896257_assembly_CDS_1416","persistent","175","175"
"SRR6929621_assembly_CDS_1995","persistent","175","175"
"SRR6929621_assembly_CDS_2027","persistent","175","175"
"SRR6929621_assembly_CDS_2059","persistent","175","175"
"SRR6929621_assembly_CDS_2219","persistent","174","174"
"SRR6929621_assembly_CDS_2251","persistent","175","175"
"SRR6929621_assembly_CDS_2315","persistent","175","175"
"SRR6929621_assembly_CDS_2347","persistent","175","175"
"SRR6929621_assembly_CDS_3275","persistent","175","175"
"SRR6929621_assembly_CDS_3819","persistent","175","175"
"SRR6929621_assembly_CDS_3851","persistent","174","174"
"SRR6929621_assembly_CDS_3883","persistent","175","175"
"SRR6929621_assembly_CDS_4043","persistent","172","172"
"SRR6929621_assembly_CDS_4075","persistent","175","175"
"SRR15415621_assembly_CDS_2160","persistent","175","175"
"SRR15415621_assembly_CDS_2192","persistent","175","175"
"SRR15415621_assembly_CDS_2512","shell","157","157"
"SRR15415621_assembly_CDS_2801","persistent","175","175"
"SRR15415621_assembly_CDS_2930","shell","149","297"
"SRR15415621_assembly_CDS_3346","persistent","174","174"
"SRR15415621_assembly_CDS_3410","persistent","174","174"
"SRR15415621_assembly_CDS_3442","persistent","175","175"
"SRR15415621_assembly_CDS_3538","persistent","175","175"
"SRR15415621_assembly_CDS_3570","persistent","175","175"
"SRR15415621_assembly_CDS_3698","persistent","173","173"
"SRR15415621_assembly_CDS_3730","shell","101","101"
"SRR15415621_assembly_CDS_3794","persistent","170","170"
"SRR15415621_assembly_CDS_3922","persistent","175","175"
"SRR15415621_assembly_CDS_4082","persistent","175","175"
"SRR15415621_assembly_CDS_4114","shell","24","24"
"SRR15415621_assembly_CDS_4306","shell","17","17"
"SRR15415621_assembly_CDS_4530","cloud","1","1"
"SRR15415621_assembly_CDS_4594","persistent","175","196"
"SRR15415621_assembly_CDS_4658","persistent","175","175"
"SRR9994127_assembly_CDS_3767","persistent","175","177"
"SRR9994127_assembly_CDS_3799","persistent","175","175"
"SRR9994127_assembly_CDS_3992","persistent","174","187"
"SRR9994127_assembly_CDS_4024","shell","48","48"
"SRR9994127_assembly_CDS_4088","persistent","175","175"
"SRR9994127_assembly_CDS_4440","persistent","175","175"
"SRR9994127_assembly_CDS_4536","persistent","175","175"
"SRR9994127_assembly_CDS_4568","shell","167","170"
"SRR9994127_assembly_CDS_4760","persistent","173","173"
"SRR9994127_assembly_CDS_4824","shell","71","76"
"SRR9994127_assembly_CDS_4857","shell","149","149"
"SRR4301497_assembly_CDS_0161","persistent","175","175"
"SRR4301497_assembly_CDS_0193","persistent","175","175"
"SRR4301497_assembly_CDS_0225","persistent","175","175"
"SRR4301497_assembly_CDS_0257","persistent","175","175"
"SRR4301497_assembly_CDS_0289","persistent","175","175"
"SRR4301497_assembly_CDS_0321","persistent","175","176"
"SRR4301497_assembly_CDS_1762","persistent","175","175"
"SRR4301497_assembly_CDS_1858","persistent","175","175"
"SRR4301497_assembly_CDS_1890","persistent","175","175"
"SRR15415549_assembly_CDS_1733","persistent","175","175"
"SRR15415549_assembly_CDS_2085","persistent","175","175"
"SRR15415549_assembly_CDS_2469","cloud","1","1"
"SRR15415549_assembly_CDS_3525","shell","70","70"
"SRR15415549_assembly_CDS_4455","persistent","173","182"
"SRR6929622_assembly_CDS_0079","persistent","175","175"
"SRR6929612_assembly_CDS_4647","shell","48","48"
"SRR6929612_assembly_CDS_4743","shell","50","50"
"SRR6929612_assembly_CDS_4871","persistent","171","171"
"SRR15376144_assembly_CDS_0718","persistent","174","174"
"SRR15376144_assembly_CDS_2383","persistent","175","175"
"SRR9694420_assembly_CDS_2606","persistent","169","169"
"SRR15415580_assembly_CDS_3086","shell","11","11"
"SRR15415580_assembly_CDS_3470","persistent","175","175"
"SRR15415580_assembly_CDS_3503","persistent","175","175"
"SRR15415580_assembly_CDS_4111","persistent","175","175"
"SRR15415580_assembly_CDS_4655","cloud","7","7"
"SRR15376141_assembly_CDS_3813","persistent","175","175"
"SRR15376141_assembly_CDS_3845","persistent","174","174"
"SRR15376141_assembly_CDS_4870","shell","37","37"
"SRR15376141_assembly_CDS_4903","shell","95","95"
"SRR6929638_assembly_CDS_0367","shell","60","65"
"SRR6929638_assembly_CDS_2065","persistent","175","175"
"SRR6929638_assembly_CDS_2705","persistent","175","175"
"SRR1714120_assembly_CDS_0005","persistent","175","175"
"SRR3195836_assembly_CDS_4687","cloud","6","6"
"SRR5870510_assembly_CDS_1434","shell","43","44"
"SRR5870510_assembly_CDS_1914","shell","168","276"
"SRR15376149_assembly_CDS_2980","shell","151","151"
"SRR6929629_assembly_CDS_4876","shell","31","31"
"SRR2914453_assembly_CDS_3640","shell","20","20"
"SRR2914453_assembly_CDS_3672","cloud","8","8"
"SRR2914453_assembly_CDS_3864","cloud","7","7"
"DRR381616_assembly_CDS_3847","shell","47","47"
"DRR381616_assembly_CDS_4295","shell","20","20"
"SRR15376150_assembly_CDS_4498","persistent","171","171"
"SRR15277999_assembly_CDS_3915","shell","14","14"
"SRR15277999_assembly_CDS_4331","shell","50","50"
"SRR6929638_assembly_CDS_3090","persistent","175","175"
"SRR6929638_assembly_CDS_4627","shell","45","45"
"SRR6929634_assembly_CDS_4313","cloud","1","1"
"SRR4301527_assembly_CDS_3738","persistent","170","170"
"SRR4301527_assembly_CDS_4506","cloud","7","7"
"SRR6929608_assembly_CDS_2072","cloud","6","6"
"SRR15415620_assembly_CDS_0227","cloud","1","1"
"SRR15415620_assembly_CDS_0259","cloud","1","1"
"SRR15415620_assembly_CDS_0291","cloud","1","1"
"SRR15415574_assembly_CDS_2437","cloud","3","4"
"SRR15415574_assembly_CDS_2853","cloud","6","6"
"SRR15415574_assembly_CDS_4165","cloud","1","1"
"SRR15415574_assembly_CDS_4325","cloud","1","1"
"SRR15415574_assembly_CDS_4357","cloud","3","3"
"SRR3191403_assembly_CDS_4769","cloud","7","7"
"SRR3191403_assembly_CDS_4929","shell","53","53"
"SRR3191403_assembly_CDS_4961","shell","80","80"
"SRR4301574_assembly_CDS_4183","cloud","1","1"
"SRR23929852_assembly_CDS_4743","shell","81","95"
"SRR15415574_assembly_CDS_4198","shell","97","97"
"SRR15415574_assembly_CDS_4358","persistent","175","175"
"SRR13160357_assembly_CDS_3271","cloud","5","5"
"SRR13160357_assembly_CDS_3303","cloud","3","3"
"SRR6929628_assembly_CDS_0360","shell","161","167"
"SRR4301514_assembly_CDS_1465","cloud","3","3"
"SRR4301514_assembly_CDS_1561","cloud","3","3"
"DRR381635_assembly_CDS_4773","cloud","1","1"
"SRR9994124_assembly_CDS_0721","cloud","1","1"
"SRR15415574_assembly_CDS_2855","cloud","4","4"
"SRR15415574_assembly_CDS_3719","cloud","3","3"
"SRR15415574_assembly_CDS_4583","cloud","8","8"
"SRR4301562_assembly_CDS_3771","cloud","4","4"
"SRR6929610_assembly_CDS_4786","shell","168","168"
"SRR15415573_assembly_CDS_4317","persistent","174","174"
"SRR3195851_assembly_CDS_4521","cloud","9","9"
"SRR15277999_assembly_CDS_3662","persistent","175","175"
"SRR4301544_assembly_CDS_2957","persistent","173","173"
"SRR2914455_assembly_CDS_3800","cloud","7","7"
"SRR4301527_assembly_CDS_4286","shell","11","11"
"DRR381635_assembly_CDS_4359","cloud","1","1"
"DRR381635_assembly_CDS_4775","cloud","1","1"
"SRR6929622_assembly_CDS_3095","cloud","7","7"
"SRR15376144_assembly_CDS_4598","cloud","1","1"
"SRR15415574_assembly_CDS_3785","cloud","3","3"
"SRR15415574_assembly_CDS_3817","persistent","175","175"
"SRR4301494_assembly_CDS_2057","persistent","175","339"
"SRR15415539_assembly_CDS_3176","cloud","4","4"
"SRR4301562_assembly_CDS_3742","cloud","6","6"
"SRR4301562_assembly_CDS_3774","cloud","4","4"
"SRR15415610_assembly_CDS_2843","cloud","2","2"
"SRR15415578_assembly_CDS_4516","cloud","6","6"
"SRR6929632_assembly_CDS_4047","shell","12","12"
"SRR15415555_assembly_CDS_4068","cloud","1","1"
"SRR15415624_assembly_CDS_4049","cloud","2","2"
"SRR15415580_assembly_CDS_0342","cloud","1","1"
"SRR2914455_assembly_CDS_3804","cloud","7","7"
"SRR15415610_assembly_CDS_2845","cloud","2","2"
"SRR15415610_assembly_CDS_3773","cloud","7","7"
"SRR15415578_assembly_CDS_1989","cloud","1","1"
"SRR14419377_assembly_CDS_1741","cloud","2","2"
"SRR4301574_assembly_CDS_4178","cloud","1","1"
"SRR4301574_assembly_CDS_4883","cloud","4","4"
"SRR15415532_assembly_CDS_1838","cloud","2","2"
"DRR381601_assembly_CDS_1269","cloud","1","1"
"SRR4301579_assembly_CDS_4968","cloud","2","2"
"SRR13167188_assembly_CDS_4253","persistent","175","175"
"SRR13167188_assembly_CDS_4285","persistent","175","175"
"SRR13167188_assembly_CDS_4349","persistent","175","175"
"SRR13167188_assembly_CDS_4413","persistent","173","173"
"SRR13167188_assembly_CDS_4445","persistent","175","175"
"SRR13167188_assembly_CDS_4477","shell","161","161"
"SRR13167188_assembly_CDS_4509","persistent","173","173"
"SRR13167188_assembly_CDS_4541","shell","14","14"
"SRR13167188_assembly_CDS_4605","persistent","175","175"
"SRR13167188_assembly_CDS_4637","persistent","175","350"
"SRR13167188_assembly_CDS_4670","shell","30","30"
"SRR13167188_assembly_CDS_4702","persistent","175","175"
"SRR13167188_assembly_CDS_4734","shell","102","102"
"SRR13167188_assembly_CDS_4798","shell","34","34"
"SRR13167188_assembly_CDS_4830","shell","161","164"
"SRR13167188_assembly_CDS_4894","persistent","169","169"
"SRR13167188_assembly_CDS_4926","shell","130","131"
"SRR6929606_assembly_CDS_0042","persistent","175","175"
"SRR6929606_assembly_CDS_0074","persistent","175","175"
"SRR6929606_assembly_CDS_0106","persistent","175","175"
"SRR6929606_assembly_CDS_0138","persistent","175","175"
"SRR6929606_assembly_CDS_0202","persistent","175","175"
"SRR6929606_assembly_CDS_0234","persistent","175","175"
"SRR6929606_assembly_CDS_0266","persistent","175","175"
"SRR6929606_assembly_CDS_0298","persistent","175","175"
"SRR6929606_assembly_CDS_0330","persistent","175","175"
"SRR6929606_assembly_CDS_0362","persistent","175","175"
"SRR6929606_assembly_CDS_0394","persistent","175","175"
"SRR6929606_assembly_CDS_0426","persistent","175","175"
"SRR6929606_assembly_CDS_0458","persistent","175","175"
"SRR6929606_assembly_CDS_0490","persistent","175","175"
"SRR6929606_assembly_CDS_0522","persistent","175","176"
"SRR6929606_assembly_CDS_0554","persistent","175","175"
"SRR6929606_assembly_CDS_0618","persistent","175","175"
"SRR6929606_assembly_CDS_0650","persistent","175","175"
"SRR6929606_assembly_CDS_0682","persistent","175","175"
"SRR6929606_assembly_CDS_0746","persistent","175","175"
"SRR6929606_assembly_CDS_0778","persistent","175","175"
"SRR6929606_assembly_CDS_0810","persistent","175","175"
"SRR6929606_assembly_CDS_0842","persistent","175","175"
"SRR6929606_assembly_CDS_0874","persistent","175","175"
"SRR6929606_assembly_CDS_0906","persistent","175","176"
"SRR6929606_assembly_CDS_0938","persistent","175","175"
"SRR6929606_assembly_CDS_0970","persistent","175","177"
"SRR6929606_assembly_CDS_1002","persistent","175","175"
"SRR6929606_assembly_CDS_1034","persistent","173","173"
"SRR6929606_assembly_CDS_1098","persistent","175","175"
"SRR6929606_assembly_CDS_1130","persistent","175","175"
"SRR6929606_assembly_CDS_1162","persistent","175","175"
"SRR6929606_assembly_CDS_1194","persistent","175","175"
"SRR6929606_assembly_CDS_1226","persistent","172","172"
"SRR6929606_assembly_CDS_1258","persistent","175","175"
"SRR6929606_assembly_CDS_1290","persistent","175","175"
"SRR6929606_assembly_CDS_1322","persistent","175","175"
"SRR6929606_assembly_CDS_1354","persistent","175","175"
"SRR6929606_assembly_CDS_1386","persistent","175","175"
"SRR6929606_assembly_CDS_1418","shell","165","165"
"SRR6929606_assembly_CDS_1450","persistent","175","175"
"SRR6929606_assembly_CDS_1514","persistent","175","175"
"SRR6929606_assembly_CDS_1546","persistent","175","175"
"SRR6929606_assembly_CDS_1578","persistent","175","175"
"SRR6929606_assembly_CDS_1610","persistent","175","175"
"SRR6929606_assembly_CDS_1642","persistent","175","176"
"SRR6929606_assembly_CDS_1674","persistent","174","174"
"SRR6929606_assembly_CDS_1706","persistent","175","175"
"SRR6929606_assembly_CDS_1738","persistent","175","175"
"SRR6929606_assembly_CDS_1770","persistent","175","175"
"SRR6929606_assembly_CDS_1802","persistent","175","175"
"SRR6929606_assembly_CDS_1834","persistent","175","175"
"SRR6929606_assembly_CDS_1866","persistent","175","175"
"SRR6929606_assembly_CDS_1898","persistent","175","175"
"SRR6929606_assembly_CDS_1930","persistent","175","175"
"SRR6929606_assembly_CDS_1962","persistent","175","175"
"SRR6929606_assembly_CDS_1994","persistent","175","175"
"SRR6929606_assembly_CDS_2026","persistent","175","175"
"SRR6929606_assembly_CDS_2058","persistent","173","173"
"SRR6929606_assembly_CDS_2090","persistent","175","175"
"SRR6929606_assembly_CDS_2122","persistent","175","175"
"SRR6929606_assembly_CDS_2154","persistent","174","174"
"SRR6929606_assembly_CDS_2186","persistent","175","175"
"SRR6929606_assembly_CDS_2378","persistent","175","175"
"SRR6929606_assembly_CDS_2410","persistent","175","175"
"SRR6929606_assembly_CDS_2442","persistent","175","175"
"SRR6929606_assembly_CDS_2474","persistent","175","175"
"SRR6929624_assembly_CDS_4542","shell","46","46"
"SRR6929624_assembly_CDS_4574","persistent","175","175"
"SRR6929624_assembly_CDS_4734","persistent","175","175"
"SRR6929624_assembly_CDS_4798","persistent","175","176"
"SRR6929624_assembly_CDS_4862","persistent","171","171"
"SRR6929639_assembly_CDS_0244","persistent","175","175"
"SRR6929639_assembly_CDS_0276","persistent","175","176"
"SRR6929639_assembly_CDS_0308","persistent","174","175"
"SRR6929639_assembly_CDS_0340","persistent","175","176"
"SRR6929639_assembly_CDS_0372","shell","45","45"
"SRR6929639_assembly_CDS_0405","persistent","175","175"
"SRR6929639_assembly_CDS_0437","persistent","175","175"
"SRR6929639_assembly_CDS_0469","persistent","175","176"
"SRR6929639_assembly_CDS_0501","persistent","175","175"
"SRR6929639_assembly_CDS_0533","persistent","175","175"
"SRR6929639_assembly_CDS_0565","persistent","174","175"
"SRR6929639_assembly_CDS_0597","shell","121","121"
"SRR6929639_assembly_CDS_0629","persistent","175","175"
"SRR6929639_assembly_CDS_0885","persistent","175","175"
"SRR6929639_assembly_CDS_0917","persistent","175","175"
"SRR6929639_assembly_CDS_0949","persistent","175","175"
"SRR6929639_assembly_CDS_1013","persistent","175","175"
"SRR6929639_assembly_CDS_1045","persistent","175","175"
"SRR6929639_assembly_CDS_1077","persistent","175","175"
"SRR6929639_assembly_CDS_1110","persistent","175","175"
"SRR6929639_assembly_CDS_1142","persistent","175","175"
"SRR6929639_assembly_CDS_1174","persistent","168","169"
"SRR6929639_assembly_CDS_1462","persistent","175","175"
"SRR6929639_assembly_CDS_1750","persistent","175","175"
"SRR6929639_assembly_CDS_1782","persistent","175","175"
"SRR6929639_assembly_CDS_1814","persistent","175","175"
"SRR6929639_assembly_CDS_1846","persistent","175","175"
"SRR6929639_assembly_CDS_1878","persistent","175","175"
"SRR6929639_assembly_CDS_1910","persistent","175","175"
"SRR6929639_assembly_CDS_1974","persistent","175","175"
"SRR6929639_assembly_CDS_2006","persistent","175","175"
"SRR6929639_assembly_CDS_2038","persistent","174","174"
