genome	Unique	Distinct	Total	Max_count	rep_types	rep_frac_distinct	rep_frac_total
GCF_025583565.2_ASM2558356v2	5114494	5170226	5303430	47	55732	0.010779	0.035625
GCF_025583585.2_ASM2558358v2	5190402	5265010	5423693	29	74608	0.014171	0.043013
GCF_025642235.1_ASM2564223v1	4557447	4607841	4724610	76	50394	0.010937	0.035381
GCF_025643135.1_ASM2564313v1	4535689	4576096	4667769	80	40407	0.008830	0.028296
GCF_025643415.1_ASM2564341v1	4476433	4509628	4609205	81	33195	0.007361	0.028806
GCF_025643435.1_ASM2564343v1	4535847	4572188	4675168	80	36341	0.007948	0.029800
GCF_025643455.1_ASM2564345v1	4535691	4572114	4675168	80	36423	0.007966	0.029834
GCF_025643475.1_ASM2564347v1	4390055	4425846	4526054	74	35791	0.008087	0.030048
GCF_025677665.1_ASM2567766v1	4697000	4742502	4867348	82	45502	0.009595	0.034998
GCF_025677685.1_ASM2567768v1	4757217	4805595	4926011	47	48378	0.010067	0.034266
GCF_025723205.1_ASM2572320v1	5029251	5098874	5260353	52	69623	0.013655	0.043933
GCF_025782825.1_ASM2578282v1	4901771	4969375	5134740	78	67604	0.013604	0.045371
GCF_025808215.1_ASM2580821v1	5099877	5161009	5271674	30	61132	0.011845	0.032589
GCF_025809255.1_ASM2580925v1	5079825	5233603	5582642	62	153778	0.029383	0.090068
GCF_025853875.1_ASM2585387v1	5046460	5127468	5371526	62	81008	0.015799	0.060517
GCF_025908275.1_ASM2590827v1	4718528	4778504	4920182	80	59976	0.012551	0.040985
GCF_025946525.1_ASM2594652v1	4724898	4808035	4926531	50	83137	0.017291	0.040928
GCF_025946545.1_ASM2594654v1	4816077	4866483	4998372	67	50406	0.010358	0.036471
GCF_025946565.1_ASM2594656v1	4996965	5096217	5254103	55	99252	0.019476	0.048940
GCF_025946585.1_ASM2594658v1	5305864	5393009	5573455	31	87145	0.016159	0.048012
GCF_025995195.1_ASM2599519v1	5146497	5295099	5630813	62	148602	0.028064	0.086012
GCF_025995255.1_ASM2599525v1	5176572	5305753	5571869	62	129181	0.024347	0.070945
GCF_025995315.1_ASM2599531v1	5163473	5284961	5524254	62	121488	0.022987	0.065309
GCF_025995355.1_ASM2599535v1	5112514	5281079	5608699	62	168565	0.031919	0.088467
GCF_025995415.1_ASM2599541v1	5108315	5251053	5526418	62	142738	0.027183	0.075655
GCF_025995475.1_ASM2599547v1	5187054	5318879	5582317	370	131825	0.024784	0.070806
GCF_025995535.1_ASM2599553v1	5126984	5246615	5481490	60	119631	0.022802	0.064673
GCF_025995615.1_ASM2599561v1	5115386	5257589	5545163	62	142203	0.027047	0.077505
GCF_025995675.1_ASM2599567v1	5239623	5391994	5731263	313	152371	0.028259	0.085782
GCF_025995735.1_ASM2599573v1	5185390	5328182	5641751	62	142792	0.026799	0.080890
GCF_025995895.1_ASM2599589v1	5068491	5195072	5449602	117	126581	0.024366	0.069934
GCF_025996075.1_ASM2599607v1	5087203	5190637	5407663	62	103434	0.019927	0.059260
GCF_025996315.1_ASM2599631v1	5198496	5338807	5627207	1277	140311	0.026281	0.076185
GCF_025996495.1_ASM2599649v1	5155716	5267423	5489791	62	111707	0.021207	0.060854
GCF_025996555.1_ASM2599655v1	5140878	5274638	5553585	62	133760	0.025359	0.074314
GCF_025996615.1_ASM2599661v1	5094873	5202284	5425563	254	107411	0.020647	0.060950
GCF_025996675.1_ASM2599667v1	5088318	5212114	5479201	62	123796	0.023752	0.071339
GCF_025996735.1_ASM2599673v1	5145579	5265686	5517365	62	120107	0.022809	0.067385
GCF_025999515.1_ASM2599951v1	4786340	4830408	4943071	47	44068	0.009123	0.031707
GCF_025999655.1_ASM2599965v1	4733836	4787821	4942689	81	53985	0.011275	0.042255
GCF_026001065.1_ASM2600106v1	4883357	4922005	5021847	56	38648	0.007852	0.027578
GCF_026001125.1_ASM2600112v1	5224599	5311582	5456973	51	86983	0.016376	0.042583
GCF_026001205.1_ASM2600120v1	5222842	5308459	5455871	48	85617	0.016128	0.042712
GCF_026016785.1_ASM2601678v1	4592659	4635706	4742315	84	43047	0.009286	0.031558
GCF_026074235.1_ASM2607423v1	4926147	5001594	5131210	44	75447	0.015085	0.039964
GCF_026210495.1_ASM2621049v1	4611218	4649262	4765067	76	38044	0.008183	0.032287
GCF_026210515.1_ASM2621051v1	4610121	4648096	4764232	76	37975	0.008170	0.032348
GCF_026240775.1_ASM2624077v1	4469105	4509311	4628756	71	40206	0.008916	0.034491
GCF_026247825.1_ASM2624782v1	4832183	4876630	4992684	80	44447	0.009114	0.032147
GCF_026247845.1_ASM2624784v1	4774111	4860066	5022618	80	85955	0.017686	0.049478
GCF_026247865.1_ASM2624786v1	4825524	4869890	4985484	80	44366	0.009110	0.032085
GCF_026248845.1_ASM2624884v1	4988316	5050147	5206824	74	61831	0.012243	0.041966
GCF_026248865.1_ASM2624886v1	4958335	5048508	5183894	60	90173	0.017861	0.043511
GCF_026248885.1_ASM2624888v1	4781661	4827091	4939091	77	45430	0.009411	0.031874
GCF_026427755.1_ASM2642775v1	4663761	4727060	4922153	74	63299	0.013391	0.052496
GCF_026506315.1_ASM2650631v1	5061121	5126416	5237354	49	65295	0.012737	0.033649
GCF_026506335.1_ASM2650633v1	5195245	5241364	5334860	34	46119	0.008799	0.026170
GCF_026506355.1_ASM2650635v1	5110074	5206755	5376338	55	96681	0.018568	0.049525
GCF_026506375.1_ASM2650637v1	4787682	4828444	4924677	47	40762	0.008442	0.027818
GCF_026506395.1_ASM2650639v1	4738288	4767044	4830286	49	28756	0.006032	0.019046
GCF_026506415.1_ASM2650641v1	5113766	5187121	5310138	50	73355	0.014142	0.036981
GCF_026651085.1_ASM2665108v1	4934137	5074993	5289641	55	140856	0.027755	0.067208
GCF_026651105.1_ASM2665110v1	5057026	5176437	5363069	53	119411	0.023068	0.057065
GCF_026651145.1_ASM2665114v1	4986542	5084042	5248727	54	97500	0.019178	0.049952
GCF_026651165.1_ASM2665116v1	5134408	5207796	5333246	54	73388	0.014092	0.037283
GCF_026651185.1_ASM2665118v1	4951728	5000009	5100449	50	48281	0.009656	0.029158
GCF_026651205.1_ASM2665120v1	5130386	5226683	5391782	54	96297	0.018424	0.048480
GCF_026651225.1_ASM2665122v1	4934829	4965876	5040893	166	31047	0.006252	0.021041
GCF_026651245.1_ASM2665124v1	5143018	5204635	5321180	24	61617	0.011839	0.033482
GCF_026651265.1_ASM2665126v1	5124385	5216008	5368067	53	91623	0.017566	0.045395
GCF_026651285.1_ASM2665128v1	4870785	4912608	5003879	51	41823	0.008513	0.026598
GCF_026689335.1_ASM2668933v1	5130117	5216644	5365449	23	86527	0.016587	0.043861
GCF_026689355.1_ASM2668935v1	5258855	5358804	5519101	27	99949	0.018651	0.047154
GCF_026723745.1_ASM2672374v1	4905217	4994500	5167566	61	89283	0.017876	0.050768
GCF_026967655.1_ASM2696765v1	5243355	5404101	5754981	58	160746	0.029745	0.088901
GCF_026968085.1_ASM2696808v1	4923864	4966375	5044863	42	42511	0.008560	0.023985
GCF_026968105.1_ASM2696810v1	5019463	5061834	5143977	49	42371	0.008371	0.024206
GCF_027286085.1_ASM2728608v1	4791781	4833758	4934425	46	41977	0.008684	0.028908
GCF_027474425.1_ASM2747442v1	4427084	4464917	4582855	71	37833	0.008473	0.033990
GCF_027474445.1_ASM2747444v1	4425203	4462285	4578056	71	37082	0.008310	0.033388
GCF_027474485.1_ASM2747448v1	4426027	4464031	4581395	71	38004	0.008513	0.033913
GCF_027570235.2_ASM2757023v2	4971364	5047730	5194607	152	76366	0.015129	0.042976
GCF_027925505.1_ASM2792550v1	5218391	5437636	5905913	54	219245	0.040320	0.116412
GCF_027925565.1_ASM2792556v1	5267535	5458489	5922197	55	190954	0.034983	0.110544
GCF_027925625.1_ASM2792562v1	5247216	5429520	5809814	55	182304	0.033576	0.096836
GCF_027925685.1_ASM2792568v1	5235168	5436450	5906229	55	201282	0.037025	0.113619
GCF_027925745.1_ASM2792574v1	5399198	5605988	6113594	55	206790	0.036887	0.116854
GCF_027925765.1_ASM2792576v1	5258503	5481545	5965080	55	223042	0.040690	0.118452
GCF_027925785.1_ASM2792578v1	5276964	5437718	5819606	55	160754	0.029563	0.093244
GCF_027925805.1_ASM2792580v1	5188764	5383695	5847712	55	194931	0.036208	0.112685
GCF_027925825.1_ASM2792582v1	5378050	5615290	6107800	55	237240	0.042249	0.119478
GCF_027925845.1_ASM2792584v1	5216643	5407252	5882474	55	190609	0.035251	0.113189
GCF_027943565.1_ASM2794356v1	4989050	5058753	5231503	47	69703	0.013779	0.046345
GCF_027944575.1_ASM2794457v1	5182820	5344286	5629516	52	161466	0.030213	0.079349
GCF_027944595.1_ASM2794459v1	5175623	5284512	5447278	48	108889	0.020605	0.049870
GCF_027944615.1_ASM2794461v1	5116654	5212095	5370323	47	95441	0.018311	0.047235
GCF_027944635.1_ASM2794463v1	4949351	5035109	5179697	52	85758	0.017032	0.044471
GCF_027944655.1_ASM2794465v1	5002727	5071679	5202981	48	68952	0.013595	0.038488
GCF_027944675.1_ASM2794467v1	4930957	4990970	5144081	79	60013	0.012024	0.041431
GCF_027944695.1_ASM2794469v1	4831409	4889645	4986712	58	58236	0.011910	0.031143
GCF_027944715.1_ASM2794471v1	4917237	4972523	5072892	60	55286	0.011118	0.030684
GCF_027944735.1_ASM2794473v1	5184651	5258738	5431282	45	74087	0.014088	0.045409
GCF_027944775.1_ASM2794477v1	5233339	5298040	5415687	60	64701	0.012212	0.033670
GCF_027944795.1_ASM2794479v1	5124742	5201064	5347678	23	76322	0.014674	0.041688
GCF_027944815.1_ASM2794481v1	4977766	5052326	5197404	23	74560	0.014758	0.042259
GCF_027944835.1_ASM2794483v1	4994091	5082074	5244825	50	87983	0.017312	0.047806
GCF_027944855.1_ASM2794485v1	4697598	4751467	4951056	95	53869	0.011337	0.051193
GCF_027944875.1_ASM2794487v1	4806279	4865925	5019099	75	59646	0.012258	0.042402
GCF_027944895.1_ASM2794489v1	4789686	4848863	4978424	54	59177	0.012204	0.037911
GCF_027944915.1_ASM2794491v1	4823324	4881171	5002308	46	57847	0.011851	0.035780
GCF_027944935.1_ASM2794493v1	4850736	4906646	5035497	47	55910	0.011395	0.036692
GCF_027944955.1_ASM2794495v1	4965970	5051730	5210624	50	85760	0.016976	0.046953
GCF_027944995.1_ASM2794499v1	4819089	4893385	5066674	78	74296	0.015183	0.048865
GCF_027945015.1_ASM2794501v1	4917063	4972058	5071703	60	54995	0.011061	0.030491
GCF_027945035.1_ASM2794503v1	4917509	4972772	5073013	60	55263	0.011113	0.030653
GCF_027945055.1_ASM2794505v1	5058311	5111534	5212165	70	53223	0.010412	0.029518
GCF_027945095.1_ASM2794509v1	5040429	5109846	5227476	60	69417	0.013585	0.035782
GCF_027945175.1_ASM2794517v1	4888739	4939339	5044549	49	50600	0.010244	0.030887
GCF_027945195.1_ASM2794519v1	4780917	4831207	4993200	82	50290	0.010409	0.042514
GCF_027947615.1_ASM2794761v1	5009590	5056586	5168985	48	46996	0.009294	0.030837
GCF_028201615.1_ASM2820161v1	4870075	4921555	5053328	81	51480	0.010460	0.036264
GCF_028201635.1_ASM2820163v1	4887543	4935302	5014415	657	47759	0.009677	0.025301
GCF_028201655.1_ASM2820165v1	4707199	4748672	4825992	1481	41473	0.008734	0.024615
GCF_028215995.1_ASM2821599v1	4895924	4963150	5091295	47	67226	0.013545	0.038374
GCF_028421485.1_ASM2842148v1	4896440	4952138	5088542	47	55698	0.011247	0.037752
GCF_028471885.1_ASM2847188v1	4743706	4787360	4887573	55	43654	0.009119	0.029435
GCF_028473305.1_ASM2847330v1	5112965	5189659	5349238	29	76694	0.014778	0.044169
GCF_028473865.1_ASM2847386v1	5092161	5153755	5293408	54	61594	0.011951	0.038018
GCF_028488865.1_ASM2848886v1	5004446	5060065	5182605	30	55619	0.010992	0.034376
GCF_028551195.1_ASM2855119v1	5086789	5192217	5407386	43	105428	0.020305	0.059289
GCF_028551215.1_ASM2855121v1	4820085	4904821	5066859	46	84736	0.017276	0.048704
GCF_028551235.1_ASM2855123v1	4715805	4769711	4936634	82	53906	0.011302	0.044733
GCF_028551585.1_ASM2855158v1	4803041	4887233	5066469	79	84192	0.017227	0.051994
GCF_028596225.1_ASM2859622v1	5024655	5095348	5209884	55	70693	0.013874	0.035553
GCF_028609765.1_ASM2860976v1	5315401	5407092	5595780	55	91691	0.016958	0.050105
GCF_028622955.1_ASM2862295v1	4881666	4943286	5062399	53	61620	0.012465	0.035701
GCF_028623045.1_ASM2862304v1	4971281	5016304	5115202	44	45023	0.008975	0.028136
GCF_028623065.1_ASM2862306v1	5022441	5108399	5291067	48	85958	0.016827	0.050770
GCF_028623085.1_ASM2862308v1	4857443	4901109	5013143	57	43666	0.008909	0.031058
GCF_028743335.1_ASM2874333v1	4983335	5066149	5233765	77	82814	0.016347	0.047849
GCF_028743355.1_ASM2874335v1	4592634	4635784	4739243	84	43150	0.009308	0.030935
GCF_028743375.1_ASM2874337v1	4565079	4610596	4728914	85	45517	0.009872	0.034645
GCF_028743555.1_ASM2874355v1	4679454	4771432	4925101	76	91978	0.019277	0.049877
GCF_028743755.1_ASM2874375v1	4720281	4914429	5190546	46	194148	0.039506	0.090600
GCF_028752675.1_ASM2875267v1	5051648	5144092	5280245	46	92444	0.017971	0.043293
GCF_028752695.1_ASM2875269v1	5045900	5155917	5384165	54	110017	0.021338	0.062826
GCF_028752715.1_ASM2875271v1	4869757	4916315	5034615	52	46558	0.009470	0.032745
GCF_028752735.1_ASM2875273v1	5107151	5177375	5310573	82	70224	0.013564	0.038305
GCF_028898885.1_ASM2889888v1	5153066	5222154	5366775	52	69088	0.013230	0.039821
GCF_029011945.1_ASM2901194v1	4673524	4761848	5006808	76	88324	0.018548	0.066566
GCF_029026925.1_ASM2902692v1	4704985	4793810	5040097	76	88825	0.018529	0.066489
GCF_029094485.1_ASM2909448v1	5011466	5054989	5164278	55	43523	0.008610	0.029590
GCF_029201525.1_ASM2920152v1	4820023	4860065	4956539	54	40042	0.008239	0.027543
GCF_029223605.1_ASM2922360v1	4624499	4663825	4767181	73	39326	0.008432	0.029930
GCF_029223625.1_ASM2922362v1	4618385	4658401	4761508	73	40016	0.008590	0.030058
GCF_029223645.1_ASM2922364v1	4624769	4664103	4766851	73	39334	0.008433	0.029806
GCF_029224065.1_ASM2922406v1	4950215	4981388	5058446	70	31173	0.006258	0.021396
GCF_029224085.1_ASM2922408v1	4944705	4987686	5081313	40	42981	0.008617	0.026884
GCF_029224105.1_ASM2922410v1	5006745	5046998	5134858	70	40253	0.007976	0.024950
GCF_029224125.1_ASM2922412v1	5079969	5191756	5401376	51	111787	0.021532	0.059505
GCF_029227835.1_ASM2922783v1	4663934	4704648	4833460	69	40714	0.008654	0.035073
GCF_029227855.1_ASM2922785v1	5060774	5115299	5230796	26	54525	0.010659	0.032504
GCF_029227875.1_ASM2922787v1	4643669	4683468	4787334	80	39799	0.008498	0.030009
GCF_029227895.1_ASM2922789v1	5086057	5139934	5263073	48	53877	0.010482	0.033634
GCF_029278625.2_ASM2927862v2	5119550	5179183	5329716	45	59633	0.011514	0.039433
GCF_029318875.1_ASM2931887v1	5260862	5331971	5475235	42	71109	0.013336	0.039153
GCF_029318935.1_ASM2931893v1	5260879	5332004	5476012	42	71125	0.013339	0.039286
GCF_029318975.1_ASM2931897v1	5289674	5438483	5751762	56	148809	0.027362	0.080339
GCF_029319035.1_ASM2931903v1	5288533	5436964	5750951	56	148431	0.027300	0.080407
GCF_029319085.1_ASM2931908v1	5270807	5341938	5485224	42	71131	0.013316	0.039090
GCF_029536615.1_ASM2953661v1	5080573	5206973	5408438	63	126400	0.024275	0.060621
GCF_029536635.1_ASM2953663v1	5008974	5068169	5161411	64	59195	0.011680	0.029534
GCF_029536655.1_ASM2953665v1	4727283	4813131	5002600	73	85848	0.017836	0.055035
GCF_029536675.1_ASM2953667v1	5019042	5127426	5341514	75	108384	0.021138	0.060371
GCF_029536695.1_ASM2953669v1	4947442	5000661	5098191	61	53219	0.010642	0.029569
GCF_029537195.1_ASM2953719v1	5065008	5111326	5212260	48	46318	0.009062	0.028251
GCF_029542125.1_ASM2954212v1	4837247	4893627	5016817	57	56380	0.011521	0.035794
GCF_029542525.1_ASM2954252v1	4968842	5005629	5075160	69	36787	0.007349	0.020949
GCF_029590495.1_ASM2959049v1	5032360	5211747	5549850	61	179387	0.034420	0.093244
GCF_029623635.1_ASM2962363v1	4995926	5046829	5141393	47	50903	0.010086	0.028293
GCF_029625095.1_ASM2962509v1	4909419	4952596	5051016	31	43177	0.008718	0.028033
GCF_029625115.1_ASM2962511v1	5033179	5094542	5215187	42	61363	0.012045	0.034900
GCF_029625135.1_ASM2962513v1	5050498	5164357	5398180	46	113859	0.022047	0.064407
GCF_029625155.1_ASM2962515v1	4921628	4967043	5070541	31	45415	0.009143	0.029368
GCF_029625175.1_ASM2962517v1	4733414	4787622	4936416	76	54208	0.011323	0.041123
GCF_029625195.1_ASM2962519v1	4909389	4952711	5051031	31	43322	0.008747	0.028042
GCF_029625455.1_ASM2962545v1	4909381	4952707	5051031	31	43326	0.008748	0.028044
GCF_029635575.1_ASM2963557v1	5235398	5280316	5383825	58	44918	0.008507	0.027569
GCF_029635835.1_ASM2963583v1	4419981	4464584	4591239	71	44603	0.009990	0.037301
GCF_029635865.1_ASM2963586v1	4425188	4462270	4578041	71	37082	0.008310	0.033388
GCF_029635885.1_ASM2963588v1	4424133	4461205	4576950	71	37072	0.008310	0.033388
GCF_029636765.1_ASM2963676v1	4606734	4671266	4832456	70	64532	0.013815	0.046710
GCF_029636785.1_ASM2963678v1	4831555	4877512	5011382	76	45957	0.009422	0.035884
GCF_029636805.1_ASM2963680v1	4830612	4876519	5013894	75	45907	0.009414	0.036555
GCF_029674645.1_ASM2967464v1	5377490	5547190	5833412	81	169700	0.030592	0.078157
GCF_029674705.1_ASM2967470v1	4760272	4777475	4801859	45	17203	0.003601	0.008661
GCF_029849135.1_ASM2984913v1	4838354	4905106	5055143	45	66752	0.013609	0.042885
GCF_029854375.1_ASM2985437v1	4758665	4775762	4800058	45	17097	0.003580	0.008623
GCF_029854395.1_ASM2985439v1	4737430	4755804	4781532	45	18374	0.003863	0.009223
GCF_029854475.1_ASM2985447v1	4783215	4835821	4960544	54	52606	0.010878	0.035748
GCF_029854495.1_ASM2985449v1	4894600	4955347	5090731	54	60747	0.012259	0.038527
GCF_029854515.1_ASM2985451v1	4785254	4833777	4951964	54	48523	0.010038	0.033665
GCF_029854535.1_ASM2985453v1	4850210	4910190	5036878	54	59980	0.012215	0.037060
GCF_029854555.1_ASM2985455v1	4771274	4821976	4940322	54	50702	0.010515	0.034218
GCF_029854615.1_ASM2985461v1	4933314	5025947	5203832	43	92633	0.018431	0.051984
GCF_029855145.1_ASM2985514v1	5019731	5078508	5180731	60	58777	0.011574	0.031077
GCF_029855165.1_ASM2985516v1	4725340	4795188	4949947	80	69848	0.014566	0.045376
GCF_029909715.1_ASM2990971v1	4810531	4870985	4999919	54	60454	0.012411	0.037878
GCF_029916805.1_ASM2991680v1	4636234	4682560	4808026	80	46326	0.009893	0.035730
GCF_029916845.1_ASM2991684v1	4623623	4674300	4848592	83	50677	0.010842	0.046399
GCF_029962285.1_ASM2996228v1	4960045	5259220	5774619	61	299175	0.056886	0.141061
GCF_029962405.1_ASM2996240v1	4931936	4999516	5099959	50	67580	0.013517	0.032946
GCF_029962425.1_ASM2996242v1	4890729	4966495	5085550	49	75766	0.015255	0.038309
GCF_029962445.1_ASM2996244v1	4933101	5000121	5099786	50	67020	0.013404	0.032685
GCF_029987615.1_ASM2998761v1	5049580	5110771	5235556	51	61191	0.011973	0.035522
GCF_029987755.1_ASM2998775v1	5049291	5110313	5236599	51	61022	0.011941	0.035769
GCF_029987875.1_ASM2998787v1	5049700	5110841	5235547	51	61141	0.011963	0.035497
GCF_029987955.1_ASM2998795v1	5236041	5336183	5497998	50	100142	0.018767	0.047646
GCF_029988575.1_ASM2998857v1	5024953	5084578	5210570	51	59625	0.011727	0.035623
GCF_029988835.1_ASM2998883v1	5030765	5089970	5206784	51	59205	0.011632	0.033806
GCF_029989065.1_ASM2998906v1	5049310	5110618	5236968	51	61308	0.011996	0.035833
GCF_029989245.1_ASM2998924v1	5049537	5110764	5235547	51	61227	0.011980	0.035528
GCF_029989405.1_ASM2998940v1	5191648	5263026	5391295	50	71378	0.013562	0.037031
GCF_029989625.1_ASM2998962v1	5192045	5262906	5390966	50	70861	0.013464	0.036899
GCF_029989825.1_ASM2998982v1	5193214	5264138	5392936	50	70924	0.013473	0.037034
GCF_029989965.1_ASM2998996v1	5231344	5303100	5435250	50	71756	0.013531	0.037515
GCF_029990145.1_ASM2999014v1	5032993	5094351	5223060	51	61358	0.012044	0.036390
GCF_029990275.1_ASM2999027v1	5050301	5112385	5238283	51	62084	0.012144	0.035886
GCF_029990355.1_ASM2999035v1	5094737	5159464	5291652	50	64727	0.012545	0.037212
GCF_029990375.1_ASM2999037v1	5176631	5269287	5423467	50	92656	0.017584	0.045513
GCF_029990415.1_ASM2999041v1	5254359	5319030	5446902	51	64671	0.012158	0.035349
GCF_029990455.1_ASM2999045v1	5192701	5263673	5392874	50	70972	0.013483	0.037118
GCF_029990495.1_ASM2999049v1	5019742	5069742	5182784	50	50000	0.009862	0.031458
GCF_029990555.1_ASM2999055v1	5127402	5176329	5300109	50	48927	0.009452	0.032586
GCF_029990605.1_ASM2999060v1	5021365	5073089	5181667	50	51724	0.010196	0.030936
GCF_029991025.1_ASM2999102v1	5049088	5110292	5237231	51	61204	0.011977	0.035924
GCF_029991095.1_ASM2999109v1	5049405	5110426	5236733	51	61021	0.011940	0.035772
GCF_029991165.1_ASM2999116v1	5065153	5120314	5243589	51	55161	0.010773	0.034029
GCF_029991185.1_ASM2999118v1	4925890	4979837	5094006	51	53947	0.010833	0.033003
GCF_029991195.1_ASM2999119v1	5191351	5262741	5391628	50	71390	0.013565	0.037146
GCF_030007975.1_ASM3000797v1	5271284	5379922	5622330	63	108638	0.020193	0.062438
GCF_030012585.1_ASM3001258v1	4970430	5036748	5202614	77	66318	0.013167	0.044628
GCF_030012625.1_ASM3001262v1	4888398	5016880	5271959	78	128482	0.025610	0.072755
GCF_030012645.1_ASM3001264v1	4886867	5016177	5274870	78	129310	0.025779	0.073557
GCF_030012665.1_ASM3001266v1	5244507	5324322	5483370	79	79815	0.014991	0.043561
GCF_030012745.1_ASM3001274v1	5071083	5197204	5465461	77	126121	0.024267	0.072158
GCF_030012765.1_ASM3001276v1	4800753	4905899	5104929	80	105146	0.021433	0.059585
GCF_030012785.1_ASM3001278v1	5112926	5173515	5320828	58	60589	0.011711	0.039073
GCF_030013005.1_ASM3001300v1	5487490	5556464	5693693	77	68974	0.012413	0.036216
GCF_030013025.1_ASM3001302v1	5145694	5220687	5395287	23	74993	0.014365	0.046261
GCF_030013045.1_ASM3001304v1	5089816	5163991	5331541	23	74175	0.014364	0.045339
GCF_030013085.1_ASM3001308v1	4869428	4923231	5056373	50	53803	0.010928	0.036972
GCF_030013105.1_ASM3001310v1	5166107	5325251	5585654	75	159144	0.029885	0.075112
GCF_030013125.1_ASM3001312v1	4651707	4696356	4808023	99	44649	0.009507	0.032511
GCF_030013145.1_ASM3001314v1	5055625	5120175	5239126	42	64550	0.012607	0.035025
GCF_030013165.1_ASM3001316v1	5450971	5593686	5870404	79	142715	0.025514	0.071449
GCF_030013185.1_ASM3001318v1	5290385	5380723	5569991	28	90338	0.016789	0.050199
GCF_030013205.1_ASM3001320v1	5222721	5312399	5496474	27	89678	0.016881	0.049805
GCF_030013225.1_ASM3001322v1	5015487	5067398	5189740	26	51911	0.010244	0.033576
GCF_030013245.1_ASM3001324v1	4875843	4933640	5069280	77	57797	0.011715	0.038159
GCF_030013265.1_ASM3001326v1	5119900	5184337	5332140	77	64437	0.012429	0.039804
GCF_030013305.1_ASM3001330v1	5047260	5096360	5217691	24	49100	0.009634	0.032664
GCF_030013325.1_ASM3001332v1	5047256	5096354	5217683	24	49098	0.009634	0.032663
GCF_030013345.1_ASM3001334v1	4955480	5017368	5151104	24	61888	0.012335	0.037977
GCF_030013365.1_ASM3001336v1	4929677	4979756	5105425	30	50079	0.010057	0.034424
GCF_030013385.1_ASM3001338v1	5124806	5183916	5315517	39	59110	0.011403	0.035878
GCF_030013435.1_ASM3001343v1	5193371	5339139	5612636	81	145768	0.027302	0.074700
GCF_030013455.1_ASM3001345v1	5005629	5064522	5202322	24	58893	0.011629	0.037809
GCF_030013475.1_ASM3001347v1	5171446	5266683	5474228	54	95237	0.018083	0.055310
GCF_030013495.1_ASM3001349v1	4753732	4845406	5009481	77	91674	0.018920	0.051053
GCF_030013575.1_ASM3001357v1	4863098	4952347	5197481	73	89249	0.018022	0.064336
GCF_030013595.1_ASM3001359v1	5663160	5798098	6061627	24	134938	0.023273	0.065736
GCF_030013675.1_ASM3001367v1	5164989	5343238	5642354	85	178249	0.033360	0.084604
GCF_030013715.1_ASM3001371v1	5164994	5343251	5644083	85	178257	0.033361	0.084883
GCF_030013735.1_ASM3001373v1	5081171	5190935	5405976	56	109764	0.021145	0.060083
GCF_030013755.1_ASM3001375v1	5013520	5133381	5414701	76	119861	0.023349	0.074091
GCF_030013785.1_ASM3001378v1	5171904	5297554	5536091	44	125650	0.023718	0.065784
GCF_030013825.1_ASM3001382v1	4828295	4918436	5149338	73	90141	0.018327	0.062346
GCF_030013845.1_ASM3001384v1	4859615	4885744	4945977	50	26129	0.005348	0.017461
GCF_030013865.1_ASM3001386v1	4891602	4989203	5246021	73	97601	0.019562	0.067560
GCF_030028135.1_ASM3002813v1	4313858	4458979	4686844	72	145121	0.032546	0.079581
GCF_030028155.1_ASM3002815v1	4313918	4458845	4686423	73	144927	0.032503	0.079486
GCF_030028175.1_ASM3002817v1	4313902	4459102	4687040	73	145200	0.032563	0.079611
GCF_030028195.1_ASM3002819v1	4313658	4458986	4687140	73	145328	0.032592	0.079682
GCF_030028215.1_ASM3002821v1	4313006	4459089	4687467	73	146083	0.032761	0.079886
GCF_030035525.1_ASM3003552v1	5071516	5173122	5324064	62	101606	0.019641	0.047435
GCF_030035545.1_ASM3003554v1	5123870	5249734	5415037	61	125864	0.023975	0.053770
GCF_030035565.1_ASM3003556v1	5091186	5211512	5373872	61	120326	0.023089	0.052604
GCF_030036655.1_ASM3003665v1	5049886	5110939	5235293	51	61053	0.011946	0.035415
GCF_030036675.1_ASM3003667v1	5034333	5095063	5220931	51	60730	0.011919	0.035740
GCF_030036695.1_ASM3003669v1	5040110	5113177	5248013	51	73067	0.014290	0.039616
GCF_030036715.1_ASM3003671v1	5073669	5128304	5246679	51	54635	0.010654	0.032975
GCF_030036755.1_ASM3003675v1	4902555	4951914	5054996	51	49359	0.009968	0.030157
GCF_030036775.1_ASM3003677v1	4973954	5030414	5146232	51	56460	0.011224	0.033477
GCF_030036795.1_ASM3003679v1	5033355	5101415	5235889	51	68060	0.013341	0.038682
GCF_030036835.1_ASM3003683v1	4895083	4962801	5097310	48	67718	0.013645	0.039673
GCF_030036855.1_ASM3003685v1	4929505	4975902	5070164	51	46397	0.009324	0.027742
GCF_030036875.1_ASM3003687v1	4848892	4886046	4973936	48	37154	0.007604	0.025140
GCF_030036895.1_ASM3003689v1	4895215	4945003	5052772	48	49788	0.010068	0.031182
GCF_030036925.1_ASM3003692v1	4999137	5052740	5163141	52	53603	0.010609	0.031764
GCF_030037135.1_ASM3003713v1	4807564	4850880	4956852	48	43316	0.008930	0.030118
GCF_030037255.1_ASM3003725v1	5055930	5205121	5428617	51	149191	0.028662	0.068652
GCF_030037445.1_ASM3003744v1	5089988	5157177	5285786	51	67189	0.013028	0.037042
