"Isolate","Stx_type","virulencefinder_stx_complete","contig_stx_blast_assembly","fragmentation_status","Tool","complete_genomes","stx_value","stx_profile","TP","FP","FN"
"SRR15415557","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR15415573","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR15415573","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR15415574","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR15415574","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR15415578","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR15415578","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR15415611","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR15415611","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR15415613","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR15415613","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR15415621","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR15415621","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR15415622","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR15415622","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR15415624","stx_A",2,6,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR15415624","stx_B",2,4,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR15674630","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR15674630","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR1714120","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR1714120","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR25510170","stx_A",4,2,"Collapsed stx","BAKTA",11,2,"stx1a; stx1a; stx2a; stx2a",2,0,2
"SRR25510170","stx_B",4,2,"Collapsed stx","BAKTA",11,2,"stx1a; stx1a; stx2a; stx2a",2,0,2
"SRR25523643","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR25523643","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR25523645","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR25523645","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR25551086","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR25551086","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR25603929","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR25603929","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR25603930","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR25603930","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR2914453","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR2914453","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR2914455","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR2914455","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR3180501","stx_A",2,4,"Fragmented stx","BAKTA",11,1,"stx2a; stx2c",1,0,1
"SRR3180501","stx_B",2,4,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR3180502","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR3180502","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR3195765","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR3195765","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR3195836","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR3195836","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR3195839","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR3195839","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR3195840","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR3195840","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR3195841","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR3195841","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR3195851","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR3195851","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR3195852","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR3195852","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR3205742","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR3205742","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR3205757","stx_A",2,6,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR3205757","stx_B",2,4,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR3224568","stx_A",1,2,"Fragmented stx","BAKTA",11,1,"stx2c",1,0,0
"SRR3224568","stx_B",1,2,"Fragmented stx","BAKTA",11,0,"stx2c",0,0,1
"SRR3224814","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR3224814","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR4301494","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301494","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301497","stx_A",2,6,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR4301497","stx_B",2,4,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR4301514","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR4301514","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR4301519","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR4301519","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR4301521","stx_A",2,1,"Collapsed stx","BAKTA",11,1,"stx2c; stx2c",1,0,1
"SRR4301521","stx_B",2,1,"Collapsed stx","BAKTA",11,1,"stx2c; stx2c",1,0,1
"SRR4301522","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301522","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301525","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301525","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301527","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR4301527","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR4301544","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR4301544","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR4301548","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR4301548","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR4301554","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301554","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301555","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR4301555","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR4301562","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301562","stx_B",1,2,"Fragmented stx","BAKTA",11,0,"stx2c",0,0,1
"SRR4301564","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301564","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301569","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR4301569","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR4301571","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301571","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301574","stx_A",2,1,"Collapsed stx","BAKTA",11,1,"stx2c; stx2c",1,0,1
"SRR4301574","stx_B",2,1,"Collapsed stx","BAKTA",11,1,"stx2c; stx2c",1,0,1
"SRR4301577","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301577","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301579","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301579","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301588","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR4301588","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR5413253","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR5413253","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR5864678","stx_A",2,6,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR5864678","stx_B",2,4,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR5870510","stx_A",2,8,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR5870510","stx_B",2,4,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR6118141","stx_A",2,2,"Complete stx","BAKTA",11,1,"stx2a; stx2a",1,0,1
"SRR6118141","stx_B",2,1,"Collapsed stx","BAKTA",11,1,"stx2a; stx2a",1,0,1
"SRR6118142","stx_A",2,2,"Complete stx","BAKTA",11,1,"stx2a; stx2a",1,0,1
"SRR6118142","stx_B",2,1,"Collapsed stx","BAKTA",11,1,"stx2a; stx2a",1,0,1
"SRR6373397","stx_A",2,6,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR6373397","stx_B",2,4,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR6929601","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929601","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929602","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929602","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929603","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx1a",1,0,0
"SRR6929603","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx1a",1,0,0
"SRR6929604","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx1a",1,0,0
"SRR6929604","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx1a",1,0,0
"SRR6929606","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929606","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929607","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929607","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929608","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929608","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929609","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929609","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929610","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929610","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929611","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929611","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929612","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929612","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929613","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929613","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929615","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929615","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929616","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929616","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929617","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929617","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929618","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929618","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929619","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929619","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929620","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929620","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929621","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929621","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929622","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR6929622","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2c",2,0,0
"SRR6929624","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929624","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929625","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929625","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929626","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx1a",1,0,0
"SRR6929626","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx1a",1,0,0
"SRR6929627","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929627","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929628","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929628","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929630","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929630","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929631","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929631","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929632","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR6929632","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR6929633","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR6929633","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR6929634","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR6929634","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2a",1,0,0
"SRR6929635","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx1a",1,0,0
"SRR6929635","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx1a",1,0,0
"SRR6929636","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929636","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929637","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929637","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR6929638","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929638","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929639","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR6929639","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR7439153","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR7439153","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR7460819","stx_A",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR7460819","stx_B",1,1,"Complete stx","BAKTA",11,1,"stx2c",1,0,0
"SRR7896257","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR7896257","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR8192791","stx_A",2,6,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR8192791","stx_B",2,4,"Fragmented stx","BAKTA",11,0,"stx2a; stx2c",0,0,2
"SRR8292155","stx_A",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"SRR8292155","stx_B",2,2,"Complete stx","BAKTA",11,2,"stx1a; stx2a",2,0,0
"DRR381601","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"DRR381601","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"DRR381603","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"DRR381603","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"DRR381616","stx_A",3,10,"Fragmented stx","BAKTA",50,3,"stx2a; stx2a; stx2c",3,0,0
"DRR381616","stx_B",3,4,"Fragmented stx","BAKTA",50,3,"stx2a; stx2a; stx2c",3,0,0
"DRR381635","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"DRR381635","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"DRR381665","stx_A",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"DRR381665","stx_B",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"DRR381669","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"DRR381669","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"DRR381701","stx_A",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"DRR381701","stx_B",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"DRR381723","stx_A",2,3,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"DRR381723","stx_B",2,2,"Complete stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"DRR381749","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"DRR381749","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"SRR10119414","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"SRR10119414","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"SRR10337442","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx1a",1,0,0
"SRR10337442","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx1a",1,0,0
"SRR13160357","stx_A",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2c",2,0,0
"SRR13160357","stx_B",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2c",2,0,0
"SRR13160359","stx_A",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2a",2,0,0
"SRR13160359","stx_B",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2a",2,0,0
"SRR14419379","stx_A",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR14419379","stx_B",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR14419383","stx_A",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR14419383","stx_B",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR1509643","stx_A",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2a",2,0,0
"SRR1509643","stx_B",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2a",2,0,0
"SRR15277999","stx_A",3,2,"Collapsed stx","BAKTA",50,3,"stx1a; stx2a; stx2a",3,0,0
"SRR15277999","stx_B",3,2,"Collapsed stx","BAKTA",50,3,"stx1a; stx2a; stx2a",3,0,0
"SRR15376141","stx_A",2,6,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15376141","stx_B",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15376143","stx_A",2,6,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15376143","stx_B",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15376144","stx_A",2,6,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15376144","stx_B",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15376147","stx_A",2,6,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15376147","stx_B",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15376151","stx_A",2,6,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15376151","stx_B",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15376152","stx_A",2,3,"Fragmented stx","BAKTA",50,2,"stx2a; stx2a",2,0,0
"SRR15376152","stx_B",2,1,"Collapsed stx","BAKTA",50,2,"stx2a; stx2a",2,0,0
"SRR15376153","stx_A",2,6,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15376153","stx_B",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15376154","stx_A",2,6,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15376154","stx_B",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_B",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_B",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2c",2,0,0
"SRR15415539","stx_A",3,9,"Fragmented stx","BAKTA",50,3,"stx1a; stx2a; stx2d",3,0,0
"SRR15415539","stx_B",3,4,"Fragmented stx","BAKTA",50,3,"stx1a; stx2a; stx2d",3,0,0
"SRR15415542","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx2c",1,0,0
"SRR15415542","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx2c",1,0,0
"SRR15415547","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx1a",1,0,0
"SRR15415547","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx1a",1,0,0
"SRR15415549","stx_A",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2a",2,0,0
"SRR15415549","stx_B",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2a",2,0,0
"SRR15415555","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx2c",1,0,0
"SRR15415555","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx2c",1,0,0
"SRR15415574","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"SRR15415574","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"SRR15415578","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx2c",1,0,0
"SRR15415578","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx2c",1,0,0
"SRR15415580","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"SRR15415580","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"SRR15415624","stx_A",2,6,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15415624","stx_B",2,4,"Fragmented stx","BAKTA",50,2,"stx2a; stx2c",2,0,0
"SRR15674630","stx_A",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2c",2,0,0
"SRR15674630","stx_B",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2c",2,0,0
"SRR1714120","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"SRR1714120","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx2a",1,0,0
"SRR23929852","stx_A",1,1,"Complete stx","BAKTA",50,1,"stx1a",1,0,0
"SRR23929852","stx_B",1,1,"Complete stx","BAKTA",50,1,"stx1a",1,0,0
"SRR25510170","stx_A",4,2,"Collapsed stx","BAKTA",50,4,"stx1a; stx1a; stx2a; stx2a",4,0,0
"SRR25510170","stx_B",4,2,"Collapsed stx","BAKTA",50,4,"stx1a; stx1a; stx2a; stx2a",4,0,0
"SRR25523643","stx_A",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2a",2,0,0
"SRR25523643","stx_B",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2a",2,0,0
"SRR25523645","stx_A",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2a",2,0,0
"SRR25523645","stx_B",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2a",2,0,0
"SRR25551086","stx_A",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2a",2,0,0
"SRR25551086","stx_B",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2a",2,0,0
"SRR25603930","stx_A",2,2,"Complete stx","BAKTA",50,2,"stx1a; stx2a",2,0,0
